#Natural (INST) System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   INSTMAG dMAG   
sn01C
3 54089.37500 15.146 0.011
3 54100.32440 15.460 0.013
3 54101.35890 15.498 0.014
3 54102.36390 15.478 0.013
3 54117.32360 15.858 0.013
3 54139.28270 16.358 0.017
3 54140.27780 16.316 0.014
3 54148.21080 16.404 0.015
3 54153.22240 16.497 0.015
3 54166.17290 16.794 0.020
3 54194.15030 17.289 0.032
13 54045.50580 13.456 0.013
13 54050.49320 13.719 0.011
13 54051.49910 13.767 0.012
13 54053.48200 13.860 0.011
13 54070.42440 14.536 0.011
13 54072.41950 14.607 0.012
13 54089.37340 15.126 0.011
13 54100.32280 15.478 0.013
13 54101.35730 15.526 0.014
13 54102.36230 15.535 0.013
13 54117.32200 15.997 0.014
13 54139.28110 16.588 0.021
13 54140.27620 16.581 0.015
13 54148.20920 16.707 0.018
13 54153.22080 16.820 0.019
13 54166.17120 17.200 0.024
13 54194.14800 17.727 0.031
14 54045.50420 13.460 0.013
14 54050.49200 13.720 0.012
14 54051.49780 13.765 0.015
14 54053.48070 13.891 0.012
14 54070.42310 14.728 0.012
14 54072.41830 14.815 0.012
14 54089.37180 15.483 0.012
14 54100.32120 15.894 0.014
14 54101.35560 15.943 0.016
14 54102.36070 15.960 0.014
14 54117.32030 16.447 0.016
14 54139.27950 17.008 0.024
14 54140.27460 16.983 0.018
14 54148.20750 17.137 0.023
14 54153.21920 17.164 0.021
14 54166.16960 17.569 0.028
14 54194.14570 18.014 0.036
sn06nz
2 54055.18116 18.340 0.027
2 54056.32812 18.308 0.034
2 54064.19578 18.848 0.036
2 54066.22083 19.198 0.060
3 54055.17815 18.176 0.028
3 54056.32510 18.055 0.028
3 54064.19275 18.081 0.038
3 54076.18536 19.129 0.064
13 54055.17582 18.010 0.027
13 54056.32279 17.920 0.024
13 54064.19042 17.994 0.025
13 54076.18306 18.636 0.042
14 54055.17350 18.240 0.042
14 54056.32046 18.367 0.056
14 54064.18810 18.255 0.084
14 54076.18074 18.761 0.069
sn06oa
1 54058.11847 18.322 0.064
1 54058.12212 18.411 0.088
1 54059.08163 18.257 0.073
1 54059.08529 18.221 0.075
1 54060.09451 18.097 0.122
1 54062.10490 17.780 0.067
1 54063.09936 17.958 0.079
1 54064.09354 17.811 0.054
1 54064.09720 17.884 0.057
1 54066.10233 17.938 0.162
1 54069.08473 18.225 0.184
1 54070.10444 18.318 0.120
1 54071.09559 18.293 0.311
2 54058.11472 18.440 0.026
2 54059.07788 18.233 0.028
2 54060.08712 18.224 0.026
2 54061.10439 18.130 0.020
2 54062.10115 18.074 0.025
2 54064.08980 18.102 0.036
2 54070.09705 18.140 0.055
2 54071.09185 18.120 0.046
2 54072.10932 18.184 0.066
2 54076.06988 18.356 0.038
2 54082.07870 19.089 0.139
2 54083.06147 19.024 0.122
3 54058.11170 18.374 0.026
3 54059.07486 18.374 0.035
3 54060.08412 18.187 0.026
3 54061.10134 18.101 0.027
3 54062.09811 18.059 0.026
3 54064.08679 17.965 0.022
3 54066.09192 17.882 0.033
3 54070.09404 18.010 0.041
3 54071.08883 18.011 0.038
3 54072.10629 17.893 0.038
3 54074.05929 18.058 0.032
3 54076.06689 18.113 0.028
3 54083.05845 18.523 0.046
3 54084.08199 18.672 0.114
13 54058.10938 18.481 0.031
13 54059.07256 18.256 0.027
13 54060.08181 18.214 0.024
13 54061.09904 18.141 0.022
13 54062.09580 18.114 0.028
13 54064.08448 18.016 0.025
13 54066.08962 17.934 0.031
13 54070.09174 17.898 0.029
13 54071.08650 18.045 0.043
13 54072.10397 17.973 0.030
13 54074.05699 18.116 0.031
13 54076.06457 18.090 0.025
13 54082.07337 18.499 0.097
13 54083.05615 18.495 0.049
13 54084.07969 18.496 0.089
14 54058.10705 18.800 0.051
14 54059.07025 18.715 0.056
14 54060.07950 18.531 0.037
14 54061.09673 18.539 0.038
14 54062.09348 18.558 0.049
14 54064.08215 18.570 0.055
14 54066.08730 18.484 0.061
14 54070.08943 18.570 0.055
14 54071.08419 18.559 0.052
14 54072.10165 18.598 0.054
14 54074.05469 18.775 0.120
14 54076.06226 18.776 0.058
14 54082.07105 19.143 0.098
14 54083.05383 19.249 0.148
sn06ob
1 54060.17000 18.086 0.067
1 54060.17400 18.157 0.066
1 54061.26500 18.205 0.076
1 54061.26900 18.171 0.071
1 54063.17000 18.379 0.089
1 54063.17300 18.572 0.095
1 54064.17800 18.570 0.079
1 54064.18200 18.476 0.081
1 54066.23800 18.812 0.098
1 54066.24100 18.796 0.094
2 54058.21800 18.615 0.034
2 54059.19900 18.431 0.036
2 54060.16700 18.449 0.032
2 54061.26100 18.346 0.038
2 54063.16600 18.392 0.039
2 54064.17400 18.388 0.031
2 54066.23400 18.465 0.031
2 54076.20100 19.696 0.139
2 54080.14700 20.447 0.106
2 54081.15500 20.501 0.148
3 54058.21500 18.551 0.033
3 54059.19600 18.480 0.041
3 54060.16400 18.360 0.028
3 54061.25800 18.329 0.029
3 54063.16300 18.264 0.033
3 54064.17100 18.245 0.030
3 54066.23100 18.294 0.028
3 54074.20900 18.691 0.049
3 54075.16300 18.817 0.047
3 54076.19800 18.873 0.054
3 54080.14400 19.376 0.066
3 54081.15200 19.610 0.098
3 54082.16700 19.644 0.115
3 54083.07500 19.878 0.108
3 54086.15300 19.904 0.097
3 54094.15300 20.376 0.114
13 54058.21300 18.557 0.039
13 54059.19400 18.480 0.042
13 54060.16100 18.372 0.032
13 54061.25600 18.330 0.034
13 54063.16100 18.312 0.051
13 54064.16900 18.190 0.030
13 54066.22900 18.240 0.033
13 54074.20700 18.667 0.049
13 54075.16100 18.679 0.054
13 54076.19500 18.769 0.046
13 54080.14200 18.938 0.045
13 54081.15000 18.924 0.049
13 54082.16400 19.129 0.066
13 54083.07200 19.133 0.048
13 54086.15000 19.478 0.084
13 54094.15000 19.769 0.066
13 54095.14900 20.030 0.105
14 54058.21000 18.778 0.048
14 54060.15900 18.665 0.047
14 54061.25400 18.712 0.052
14 54063.15800 18.518 0.071
14 54064.16700 18.657 0.046
14 54066.22600 18.660 0.055
14 54074.20400 19.439 0.098
14 54075.15900 19.385 0.088
14 54076.19300 19.311 0.077
14 54080.14000 18.963 0.070
14 54083.06900 19.171 0.069
14 54086.14700 19.150 0.059
14 54094.14700 19.911 0.114
14 54095.14600 20.161 0.148
14 54101.13500 20.789 0.234
sn06on
2 54061.19800 19.000 0.042
2 54086.10600 20.916 0.217
3 54061.19500 18.805 0.047
3 54062.14400 18.756 0.042
3 54063.11600 18.762 0.039
3 54076.08000 19.114 0.064
3 54082.08900 19.559 0.098
3 54085.05600 19.742 0.115
3 54086.10300 19.629 0.076
13 54061.19300 18.649 0.036
13 54066.12600 18.689 0.044
13 54072.12300 18.731 0.050
13 54076.07800 18.918 0.043
13 54082.08700 19.251 0.064
13 54085.05300 19.404 0.087
13 54086.10100 19.369 0.076
14 54061.19100 18.947 0.059
14 54066.12300 19.079 0.079
14 54072.12100 18.941 0.080
14 54076.07500 19.456 0.083
14 54082.08400 19.439 0.102
14 54084.11100 19.187 0.104
14 54086.09900 19.311 0.080
sn06or
2 54070.52351 18.055 0.094
2 54072.49384 18.602 0.256
2 54100.46862 19.932 0.257
2 54114.47388 20.362 0.254
3 54070.52049 17.301 0.025
3 54072.49082 17.444 0.031
3 54074.53825 17.565 0.030
3 54075.54274 17.615 0.030
3 54100.46560 19.012 0.065
3 54104.47243 19.243 0.144
3 54114.47086 19.564 0.090
13 54070.51817 17.245 0.026
13 54072.48851 17.299 0.030
13 54074.53594 17.312 0.027
13 54075.54042 17.371 0.027
13 54076.54133 17.273 0.057
13 54100.46329 18.621 0.084
13 54101.40549 18.591 0.085
13 54104.47010 18.896 0.085
13 54114.46854 19.063 0.060
14 54070.51587 17.822 0.045
14 54072.48619 17.753 0.044
14 54074.53362 17.710 0.045
14 54075.53812 17.681 0.044
14 54076.53902 17.665 0.041
14 54100.46097 18.762 0.153
14 54105.53085 18.618 0.189
14 54114.46624 19.084 0.167
sn06os
2 54064.22771 18.144 0.028
2 54066.27435 18.211 0.029
2 54071.24461 18.933 0.063
2 54076.24270 19.171 0.059
2 54080.19446 19.577 0.062
2 54081.21550 19.731 0.057
2 54082.22168 19.845 0.074
2 54084.19882 20.075 0.080
2 54086.18951 20.374 0.127
2 54094.21221 21.402 0.302
3 54064.22469 17.752 0.021
3 54066.27134 17.728 0.022
3 54069.25568 17.816 0.037
3 54076.23969 18.140 0.030
3 54080.19145 18.398 0.029
3 54081.21250 18.470 0.030
3 54082.21866 18.517 0.038
3 54086.18649 18.770 0.038
3 54094.20919 19.570 0.095
3 54117.19073 20.669 0.235
13 54064.22238 17.517 0.023
13 54066.26903 17.516 0.026
13 54069.25337 17.426 0.027
13 54076.23738 17.940 0.029
13 54080.18911 18.031 0.026
13 54081.21017 18.106 0.031
13 54082.21635 18.163 0.035
13 54084.19347 18.216 0.031
13 54086.18419 18.213 0.031
13 54094.20688 18.245 0.037
13 54117.18843 19.503 0.075
14 54064.22007 17.868 0.028
14 54066.26673 17.922 0.036
14 54069.25105 17.680 0.034
14 54076.23506 18.408 0.047
14 54080.18676 18.443 0.037
14 54081.20786 18.364 0.039
14 54082.21405 18.084 0.072
14 54084.19117 18.285 0.048
14 54086.18189 18.298 0.038
14 54094.20456 18.167 0.045
14 54117.18610 19.358 0.085
sn06ot
2 54064.21429 18.105 0.022
2 54076.21374 18.786 0.098
2 54080.17255 19.397 0.066
2 54081.17454 19.767 0.092
3 54076.21072 18.306 0.037
3 54081.17153 18.853 0.054
3 54086.16463 19.327 0.085
3 54094.16480 19.348 0.092
13 54081.16922 18.348 0.055
13 54094.16177 19.089 0.071
14 54076.20610 18.201 0.034
14 54080.16491 18.354 0.050
14 54086.15861 18.469 0.038
14 54094.15876 18.533 0.062
sn06qo
2 54071.46490 18.135 0.032
2 54080.38760 17.016 0.020
2 54086.30170 17.072 0.019
2 54089.42964 17.218 0.019
2 54092.29994 17.416 0.020
2 54094.44361 17.649 0.022
2 54095.40062 17.720 0.021
2 54101.22950 18.373 0.056
2 54108.39197 19.052 0.053
2 54110.41986 19.329 0.072
2 54114.35301 19.787 0.082
2 54117.34823 19.709 0.058
2 54126.36497 19.975 0.084
2 54138.16833 20.230 0.137
2 54140.25799 20.393 0.117
2 54148.15991 20.346 0.119
3 54071.46117 17.899 0.024
3 54072.32687 17.653 0.029
3 54080.38388 16.810 0.016
3 54086.29797 16.806 0.016
3 54089.42591 16.894 0.016
3 54092.29624 17.013 0.016
3 54094.43988 17.134 0.018
3 54095.39691 17.197 0.017
3 54100.21883 17.539 0.037
3 54101.22579 17.549 0.040
3 54101.29354 17.548 0.029
3 54102.25861 17.515 0.051
3 54108.38824 17.976 0.028
3 54110.41615 18.049 0.023
3 54114.34929 18.280 0.026
3 54117.34450 18.449 0.028
3 54126.36124 18.982 0.041
3 54128.16654 19.018 0.086
3 54137.17412 19.129 0.046
3 54138.16461 19.267 0.052
3 54139.20233 19.249 0.067
3 54140.25427 19.316 0.052
3 54140.38418 19.215 0.082
3 54141.18523 19.184 0.051
3 54144.17782 19.407 0.065
3 54148.15618 19.446 0.061
3 54149.15819 19.504 0.128
3 54153.15696 19.810 0.084
13 54071.45817 17.815 0.023
13 54072.32385 17.678 0.030
13 54080.38087 16.759 0.018
13 54086.29494 16.721 0.019
13 54089.42291 16.795 0.018
13 54092.29322 16.950 0.019
13 54094.43686 17.097 0.019
13 54095.39389 17.170 0.019
13 54100.21582 17.316 0.031
13 54100.23645 17.365 0.027
13 54101.22274 17.325 0.029
13 54101.29053 17.405 0.029
13 54108.38522 17.523 0.022
13 54110.41315 17.555 0.021
13 54114.34627 17.715 0.021
13 54117.34148 17.899 0.022
13 54126.35824 18.349 0.027
13 54128.16352 18.537 0.051
13 54134.38659 18.685 0.073
13 54135.24836 18.772 0.063
13 54137.17111 18.711 0.027
13 54138.16160 18.788 0.030
13 54139.19933 18.809 0.033
13 54140.25126 18.826 0.032
13 54140.38116 18.796 0.043
13 54141.18221 18.864 0.032
13 54144.17481 18.977 0.041
13 54148.15317 19.039 0.038
13 54149.15517 19.041 0.073
13 54153.15395 19.204 0.045
14 54071.45517 17.909 0.028
14 54072.32084 17.730 0.029
14 54080.37786 17.109 0.021
14 54086.29192 17.198 0.021
14 54089.41990 17.308 0.020
14 54092.29020 17.553 0.023
14 54094.43385 17.656 0.025
14 54095.39088 17.788 0.026
14 54100.21278 17.912 0.043
14 54100.23343 17.843 0.043
14 54101.21975 17.846 0.040
14 54101.28752 17.951 0.032
14 54102.25258 17.977 0.066
14 54108.38221 17.781 0.024
14 54110.41014 17.708 0.024
14 54114.34325 17.712 0.023
14 54117.33848 17.849 0.024
14 54126.35522 18.451 0.039
14 54128.16050 18.601 0.056
14 54134.38358 18.794 0.079
14 54135.24535 18.948 0.064
14 54137.16811 19.003 0.043
14 54138.15859 18.983 0.043
14 54139.19632 19.036 0.061
14 54140.24826 19.077 0.045
14 54140.37815 19.025 0.065
14 54144.17179 19.165 0.053
14 54148.15015 19.395 0.073
14 54149.15216 19.588 0.120
14 54153.15093 19.608 0.067
sn06sr
1 54094.07395 16.574 0.054
1 54094.07760 16.625 0.054
1 54095.12351 16.676 0.054
1 54095.12714 16.710 0.054
2 54090.08782 16.558 0.021
2 54090.10524 16.550 0.021
2 54094.07021 16.536 0.021
2 54095.11978 16.525 0.022
2 54099.14169 16.912 0.039
2 54100.10635 16.870 0.029
2 54101.08498 16.982 0.025
2 54102.09723 17.142 0.030
2 54103.08397 17.170 0.035
2 54104.06826 17.259 0.030
2 54117.11963 18.918 0.046
2 54117.12331 18.990 0.056
2 54128.10034 19.568 0.177
2 54135.12043 20.140 0.397
2 54139.09726 20.170 0.324
2 54149.08927 19.947 0.347
3 54090.08480 16.479 0.017
3 54090.10222 16.478 0.016
3 54094.06720 16.394 0.016
3 54095.11677 16.418 0.018
3 54099.13867 16.608 0.029
3 54100.10335 16.624 0.021
3 54101.08197 16.653 0.020
3 54102.09423 16.717 0.020
3 54103.08095 16.789 0.021
3 54104.06526 16.873 0.020
3 54117.11663 17.730 0.022
3 54128.09734 18.416 0.068
3 54135.11700 18.635 0.076
3 54139.09425 18.907 0.049
3 54149.08625 19.299 0.204
13 54094.06487 16.350 0.019
13 54095.11444 16.368 0.021
13 54099.13635 16.509 0.029
13 54100.10104 16.587 0.022
13 54101.07965 16.709 0.023
13 54102.09191 16.809 0.022
13 54103.07865 16.862 0.023
13 54104.06293 16.935 0.024
13 54117.11429 17.324 0.023
13 54128.09502 18.164 0.040
13 54135.12452 18.561 0.129
13 54139.09192 18.602 0.041
13 54149.08392 18.652 0.116
14 54094.06256 16.916 0.022
14 54099.13405 17.207 0.054
14 54100.09873 17.290 0.026
14 54101.07732 17.401 0.028
14 54102.08959 17.530 0.029
14 54103.07633 17.572 0.031
14 54104.06062 17.624 0.038
14 54117.11199 17.407 0.025
14 54128.09272 18.196 0.044
14 54139.08962 18.691 0.057
14 54149.08161 19.216 0.413
sn06td
2 54099.16400 16.085 0.017
2 54100.15600 16.083 0.017
2 54101.15800 16.121 0.015
2 54102.13300 16.157 0.016
2 54104.09000 16.337 0.019
2 54117.15400 17.854 0.020
2 54139.12400 19.212 0.056
2 54149.11800 19.463 0.061
2 54153.09300 19.483 0.122
2 54169.10800 19.819 0.118
3 54099.16100 15.882 0.016
3 54100.15300 15.896 0.015
3 54101.15500 15.895 0.014
3 54102.13000 15.879 0.012
3 54103.10100 15.930 0.013
3 54104.08700 15.952 0.012
3 54117.15100 16.809 0.013
3 54139.12100 18.115 0.033
3 54149.11500 18.430 0.034
3 54153.09000 18.613 0.058
3 54161.10300 18.873 0.111
3 54169.10500 18.894 0.071
13 54099.15900 15.821 0.016
13 54100.15000 15.825 0.015
13 54101.15200 15.838 0.015
13 54102.12800 15.832 0.015
13 54103.09900 15.859 0.011
13 54104.08400 15.912 0.013
13 54117.14900 16.570 0.012
13 54139.11900 17.778 0.028
13 54149.11300 18.177 0.024
13 54153.08700 18.304 0.050
13 54161.10100 18.498 0.047
13 54163.11900 18.555 0.097
13 54169.10200 19.037 0.056
14 54099.15700 16.335 0.021
14 54100.14800 16.357 0.018
14 54101.15000 16.368 0.018
14 54102.12600 16.349 0.018
14 54103.09600 16.417 0.016
14 54104.08200 16.509 0.017
14 54117.14600 16.895 0.016
14 54139.11700 17.886 0.030
14 54149.11100 18.398 0.041
14 54153.08500 18.779 0.146
14 54161.09900 18.807 0.087
14 54162.09900 18.987 0.124
14 54169.10000 18.892 0.073
sn06te
2 54101.26048 16.840 0.030
2 54101.31786 16.844 0.029
2 54102.43399 16.877 0.036
2 54108.42894 17.362 0.029
2 54110.43343 17.580 0.033
2 54114.39075 17.926 0.066
2 54128.21444 19.058 0.191
2 54140.40037 19.518 0.292
2 54142.34755 19.271 0.199
2 54160.30803 19.721 0.296
2 54161.31569 20.056 0.331
2 54162.16670 19.563 0.343
3 54100.25589 16.716 0.019
3 54101.25747 16.801 0.030
3 54101.31483 16.799 0.024
3 54102.43098 16.758 0.029
3 54108.42594 17.104 0.022
3 54110.43040 17.246 0.023
3 54114.38774 17.489 0.030
3 54117.35821 17.668 0.021
3 54128.21143 18.344 0.038
3 54129.42432 18.586 0.134
3 54138.19147 18.865 0.048
3 54139.22634 18.870 0.063
3 54139.36870 18.882 0.068
3 54140.28904 18.921 0.046
3 54140.39737 18.807 0.085
3 54141.27888 18.883 0.040
3 54142.34453 18.866 0.050
3 54144.21361 19.100 0.058
3 54148.18887 19.261 0.059
3 54150.34405 19.188 0.053
3 54152.23700 19.243 0.059
3 54153.21108 19.236 0.053
3 54160.30501 19.518 0.219
3 54162.16368 19.519 0.186
3 54163.19604 19.526 0.290
3 54166.16135 19.665 0.117
3 54166.26568 19.502 0.121
3 54168.33978 19.451 0.077
13 54100.25359 16.749 0.020
13 54101.25516 16.763 0.023
13 54101.31252 16.748 0.020
13 54102.42867 16.766 0.027
13 54108.42361 17.190 0.021
13 54110.42809 17.302 0.024
13 54114.38542 17.407 0.025
13 54117.35590 17.490 0.021
13 54128.20913 17.915 0.029
13 54129.42201 17.837 0.058
13 54138.18916 18.422 0.030
13 54139.22400 18.530 0.040
13 54139.36638 18.453 0.060
13 54140.28672 18.499 0.030
13 54140.39506 18.451 0.041
13 54141.27656 18.611 0.033
13 54142.34221 18.661 0.045
13 54144.21131 18.642 0.034
13 54148.18654 18.765 0.034
13 54150.34175 18.821 0.033
13 54152.23468 18.925 0.036
13 54153.20875 18.906 0.042
13 54161.31037 19.285 0.132
13 54162.16138 19.262 0.133
13 54162.23086 19.349 0.148
13 54166.15906 19.262 0.091
13 54166.26336 19.317 0.100
13 54168.33746 19.419 0.098
14 54100.25128 17.356 0.028
14 54101.25282 17.364 0.031
14 54101.31020 17.403 0.037
14 54102.42634 17.367 0.049
14 54108.42131 17.905 0.050
14 54109.40472 18.049 0.187
14 54110.42579 18.011 0.025
14 54114.38310 17.986 0.039
14 54117.35356 17.899 0.026
14 54128.20684 17.951 0.039
14 54129.41970 17.915 0.066
14 54138.18683 18.555 0.035
14 54139.36406 18.591 0.059
14 54140.39272 18.646 0.059
14 54141.27425 18.717 0.044
14 54142.33991 18.721 0.043
14 54144.20898 18.876 0.049
14 54148.18422 19.053 0.056
14 54150.33943 19.163 0.069
14 54152.23236 19.275 0.062
14 54153.20645 19.233 0.064
14 54160.30041 19.293 0.192
14 54162.15906 19.473 0.178
14 54162.22854 19.444 0.112
14 54166.15673 19.734 0.216
14 54168.33514 19.888 0.196
sn07F
2 54115.54307 16.418 0.018
2 54116.53899 16.303 0.017
2 54117.46888 16.180 0.017
2 54122.53105 15.930 0.017
2 54126.46472 15.985 0.018
2 54128.41119 16.085 0.020
2 54128.41488 16.064 0.019
2 54128.41852 16.061 0.020
2 54128.55167 16.082 0.018
2 54128.55534 16.060 0.020
2 54129.48528 16.129 0.019
2 54135.35874 16.530 0.025
2 54137.45388 16.723 0.022
2 54138.34251 16.845 0.022
2 54138.43310 16.847 0.021
2 54141.31884 17.163 0.020
2 54148.30034 17.905 0.022
2 54150.43615 18.112 0.024
2 54152.39512 18.307 0.026
2 54154.46282 18.432 0.027
2 54165.44749 19.059 0.209
2 54170.34573 19.176 0.052
2 54178.21681 19.226 0.042
2 54193.34471 19.486 0.107
2 54198.26178 19.617 0.060
2 54204.21225 19.591 0.066
2 54210.26829 19.670 0.066
3 54115.54005 16.464 0.012
3 54116.53597 16.313 0.011
3 54117.46587 16.227 0.010
3 54122.52804 15.942 0.012
3 54126.46171 15.950 0.012
3 54128.40819 16.011 0.013
3 54128.54863 16.010 0.012
3 54129.48226 16.026 0.013
3 54135.35571 16.289 0.015
3 54137.45087 16.452 0.013
3 54141.31584 16.665 0.013
3 54148.26980 17.014 0.015
3 54148.29733 17.024 0.014
3 54150.43314 17.122 0.015
3 54152.39210 17.239 0.015
3 54154.45980 17.360 0.016
3 54158.40073 17.572 0.021
3 54159.49719 17.664 0.020
3 54160.33980 17.694 0.031
3 54161.38498 17.715 0.034
3 54162.35308 17.873 0.051
3 54165.44448 17.922 0.040
3 54168.44163 18.096 0.020
3 54170.34271 18.151 0.024
3 54178.21381 18.386 0.024
3 54188.23455 18.676 0.061
3 54193.34169 18.814 0.044
3 54198.25806 18.854 0.037
3 54204.20854 19.001 0.037
3 54209.32185 19.150 0.039
3 54210.26457 19.170 0.041
3 54221.32567 19.238 0.237
13 54115.53845 16.532 0.016
13 54116.53436 16.398 0.013
13 54117.46424 16.292 0.013
13 54122.52641 16.010 0.014
13 54126.46010 16.016 0.013
13 54128.40655 16.057 0.017
13 54128.54704 16.056 0.015
13 54129.48064 16.084 0.016
13 54135.35407 16.406 0.016
13 54137.44924 16.568 0.017
13 54138.42846 16.635 0.017
13 54141.31424 16.707 0.015
13 54148.26817 16.811 0.016
13 54148.29571 16.833 0.015
13 54150.43148 16.869 0.014
13 54152.39046 16.929 0.015
13 54154.45818 17.021 0.015
13 54158.39913 17.230 0.019
13 54159.49557 17.302 0.018
13 54160.33818 17.356 0.023
13 54161.38335 17.433 0.025
13 54162.35146 17.501 0.034
13 54163.50021 17.423 0.060
13 54165.44287 17.653 0.030
13 54168.44001 17.773 0.017
13 54170.34109 17.846 0.022
13 54178.21219 18.097 0.022
13 54188.23293 18.437 0.044
13 54193.34008 18.565 0.048
13 54198.25506 18.783 0.030
13 54204.20553 18.892 0.036
13 54209.31882 19.138 0.042
13 54210.26154 19.174 0.041
13 54221.32266 19.214 0.266
14 54115.53683 16.797 0.018
14 54116.53274 16.652 0.017
14 54117.46262 16.574 0.016
14 54122.52480 16.545 0.016
14 54126.45849 16.647 0.019
14 54128.40494 16.712 0.018
14 54128.54543 16.707 0.017
14 54129.47903 16.771 0.019
14 54135.35247 17.168 0.025
14 54137.44762 17.353 0.020
14 54138.42685 17.398 0.020
14 54141.31259 17.401 0.019
14 54148.26655 17.233 0.022
14 54148.29410 17.236 0.021
14 54150.42987 17.167 0.018
14 54152.38885 17.169 0.019
14 54154.45656 17.167 0.016
14 54158.39751 17.346 0.019
14 54159.49395 17.416 0.024
14 54160.33656 17.494 0.022
14 54161.38172 17.570 0.022
14 54162.34984 17.617 0.034
14 54165.44125 17.837 0.026
14 54166.33218 17.896 0.039
14 54168.43838 18.007 0.024
14 54170.33947 18.084 0.027
14 54178.21059 18.437 0.033
14 54188.23132 18.782 0.068
14 54193.33847 19.089 0.063
14 54198.25205 19.290 0.060
14 54204.20252 19.435 0.052
14 54209.31581 19.681 0.067
14 54210.25852 19.664 0.067
14 54221.31964 20.172 0.394
sn07H
2 54117.37638 18.876 0.039
2 54127.20101 19.856 0.222
2 54128.22696 19.967 0.125
2 54129.43969 19.887 0.143
2 54138.21139 20.836 0.218
3 54117.37338 18.234 0.027
3 54127.19799 18.830 0.070
3 54128.22394 18.943 0.051
3 54129.43668 19.226 0.080
3 54138.20838 19.563 0.099
3 54140.30299 19.576 0.072
3 54141.29685 19.573 0.066
13 54128.22162 18.590 0.040
13 54129.43436 18.597 0.057
13 54138.20608 18.918 0.062
13 54139.23816 18.973 0.044
13 54139.37939 19.052 0.066
13 54140.29996 19.080 0.042
13 54141.29384 19.029 0.041
14 54128.21931 18.835 0.060
14 54129.43204 18.980 0.094
14 54138.20373 18.952 0.080
14 54139.37637 18.948 0.151
14 54140.29694 19.012 0.044
14 54141.29085 19.112 0.062
14 54144.22528 19.353 0.153
sn07N
2 54126.43452 18.436 0.033
2 54127.53950 18.552 0.037
2 54128.39992 18.692 0.063
2 54128.49329 18.789 0.060
2 54135.39127 19.598 0.359
2 54141.34524 20.565 0.162
2 54148.34057 20.786 0.227
2 54152.40822 20.702 0.171
2 54155.41948 20.759 0.190
3 54126.43151 17.216 0.017
3 54127.53649 17.269 0.020
3 54128.39692 17.346 0.017
3 54128.49028 17.333 0.019
3 54136.44862 18.439 0.051
3 54140.43414 18.522 0.088
3 54141.34224 18.668 0.038
3 54152.40520 19.242 0.058
3 54155.41645 19.321 0.067
3 54158.37616 19.652 0.110
3 54159.47358 19.672 0.163
3 54160.35226 19.728 0.130
3 54161.36166 19.775 0.237
3 54168.41750 19.990 0.244
3 54169.36949 19.877 0.196
3 54188.26209 20.731 0.333
13 54126.42919 16.932 0.014
13 54127.53419 16.919 0.016
13 54128.39463 16.969 0.017
13 54128.48796 16.957 0.014
13 54135.38595 17.488 0.052
13 54141.33994 18.139 0.026
13 54148.33527 18.617 0.040
13 54150.40875 18.847 0.137
13 54152.40288 18.937 0.045
13 54153.40841 18.888 0.234
13 54155.41413 19.128 0.051
13 54158.37385 19.265 0.083
13 54160.34995 19.226 0.076
13 54161.35935 19.297 0.119
13 54162.32835 19.333 0.190
13 54168.41518 19.783 0.113
13 54169.36718 19.714 0.092
14 54126.42687 17.094 0.019
14 54127.53186 17.047 0.018
14 54128.39231 17.064 0.017
14 54128.48565 17.068 0.017
14 54135.38363 17.357 0.051
14 54140.42952 17.869 0.054
14 54141.33763 17.980 0.028
14 54150.40643 18.463 0.061
14 54153.40609 18.606 0.157
14 54155.41181 18.831 0.054
14 54159.46893 18.985 0.084
14 54160.34764 19.125 0.071
14 54161.35705 19.133 0.068
14 54169.36484 19.495 0.095
14 54188.25604 20.913 0.352
sn07O
2 54129.55329 17.014 0.019
2 54135.37175 17.465 0.046
2 54138.39835 17.820 0.026
2 54139.42509 17.904 0.035
2 54141.38410 18.279 0.038
2 54148.39214 19.030 0.056
2 54152.44026 19.413 0.058
2 54156.52493 19.823 0.100
2 54169.48705 20.130 0.137
3 54128.51417 16.874 0.015
3 54129.55027 16.896 0.016
3 54135.36873 17.129 0.030
3 54138.39534 17.382 0.019
3 54141.38109 17.573 0.017
3 54148.38912 17.942 0.025
3 54150.50870 18.141 0.025
3 54152.43726 18.214 0.028
3 54156.52191 18.475 0.034
3 54161.43996 18.726 0.052
3 54165.48086 18.878 0.086
3 54166.45133 18.783 0.146
3 54168.49102 19.093 0.048
3 54169.48403 19.119 0.045
13 54128.51185 16.897 0.018
13 54129.54793 16.966 0.017
13 54135.36640 17.255 0.026
13 54138.39302 17.446 0.022
13 54139.41976 17.518 0.024
13 54139.46859 17.500 0.028
13 54141.37875 17.534 0.017
13 54148.38679 17.636 0.019
13 54150.50640 17.781 0.017
13 54152.43494 17.891 0.021
13 54156.51962 18.150 0.022
13 54161.43764 18.452 0.093
13 54166.44902 18.666 0.038
13 54168.48871 18.815 0.033
13 54169.48171 18.798 0.032
13 54178.22479 19.105 0.041
14 54128.50955 17.596 0.024
14 54129.54561 17.720 0.026
14 54135.36409 18.220 0.055
14 54138.39069 18.197 0.039
14 54139.41745 18.298 0.068
14 54139.46630 18.177 0.039
14 54141.37646 18.182 0.028
