#Natural (INST) System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   INSTMAG dMAG   
sn01C
14 53888.18682 19.028 0.060
14 53890.27227 19.233 0.102
14 53899.24414 19.593 0.141
14 53928.20933 20.407 0.315
sn06cm
2 53884.45800 18.239 0.048
2 53885.46000 18.228 0.047
2 53886.41200 18.264 0.035
2 53886.41900 18.257 0.039
2 53887.46100 18.181 0.048
2 53890.40200 18.358 0.040
2 53891.46100 18.449 0.050
2 53894.41100 18.631 0.044
2 53907.39800 19.840 0.119
2 53915.45500 20.469 0.237
2 53925.44200 21.724 0.554
2 53932.34700 21.898 0.867
3 53884.45600 17.229 0.024
3 53885.45800 17.217 0.026
3 53887.45900 17.215 0.018
3 53890.39900 17.241 0.024
3 53891.45900 17.324 0.025
3 53894.40800 17.503 0.027
3 53899.37300 17.851 0.046
3 53907.39500 18.174 0.031
3 53915.45200 18.533 0.057
3 53925.43900 19.189 0.092
3 53932.34400 19.337 0.116
3 53934.43500 19.563 0.115
13 53884.45400 16.844 0.021
13 53885.45600 16.817 0.021
13 53886.40600 16.824 0.021
13 53887.45700 16.799 0.020
13 53890.39600 16.898 0.020
13 53891.45700 16.969 0.021
13 53894.40600 17.211 0.023
13 53899.37000 17.453 0.026
13 53907.39200 17.607 0.024
13 53915.39800 18.084 0.064
13 53915.45000 17.855 0.024
13 53925.43700 18.518 0.060
13 53932.34200 18.865 0.070
13 53934.43200 19.029 0.052
14 53884.45200 16.899 0.024
14 53885.45500 16.874 0.024
14 53886.40400 16.922 0.023
14 53887.45500 16.956 0.023
14 53890.39400 17.079 0.024
14 53891.45500 17.183 0.025
14 53894.40400 17.489 0.032
14 53907.39000 17.508 0.026
14 53915.39600 17.509 0.031
14 53915.44800 17.480 0.029
14 53925.43400 18.094 0.037
14 53932.34000 18.593 0.085
14 53934.42900 18.777 0.065
sn06cp
1 53885.17500 17.739 0.049
1 53885.17900 17.797 0.052
1 53886.20500 17.464 0.051
1 53886.20900 17.420 0.047
1 53888.16700 16.809 0.050
1 53899.21100 16.298 0.051
2 53885.17200 17.554 0.020
2 53886.20100 17.197 0.017
2 53888.16400 16.754 0.016
2 53890.25500 16.410 0.018
2 53894.27300 16.101 0.023
2 53899.20800 16.115 0.019
2 53928.15500 18.547 0.067
3 53885.17000 17.486 0.022
3 53886.19800 17.162 0.015
3 53888.16100 16.743 0.015
3 53890.25200 16.382 0.017
3 53894.27000 16.070 0.016
3 53899.20500 15.971 0.016
3 53928.15200 17.369 0.028
3 53934.14000 17.788 0.103
13 53885.16800 17.382 0.021
13 53886.19600 17.078 0.015
13 53888.16000 16.671 0.021
13 53890.25000 16.357 0.018
13 53894.26700 16.092 0.017
13 53899.20200 15.961 0.024
13 53928.15000 16.964 0.020
13 53929.15100 17.040 0.034
13 53934.13700 17.425 0.049
13 53934.15500 17.452 0.040
14 53885.16700 17.807 0.026
14 53886.19400 17.423 0.023
14 53888.15800 16.986 0.023
14 53890.24700 16.675 0.018
14 53894.26500 16.589 0.019
14 53899.20000 16.661 0.029
14 53928.14700 17.093 0.029
14 53929.14900 17.178 0.024
14 53934.15200 17.640 0.040
sn06cq
2 53886.33500 17.710 0.016
2 53888.21500 17.596 0.016
2 53890.32700 17.639 0.017
3 53886.33200 17.664 0.017
3 53888.21200 17.584 0.022
3 53890.32400 17.575 0.020
3 53891.25300 17.600 0.022
3 53928.25300 19.291 0.202
13 53886.33000 17.701 0.019
13 53888.20700 17.626 0.017
13 53890.32200 17.570 0.017
13 53891.24800 17.554 0.021
13 53894.33100 17.635 0.033
13 53928.25000 19.130 0.126
14 53886.32700 18.085 0.022
14 53888.21000 18.163 0.033
14 53890.31900 18.190 0.032
14 53891.25100 18.170 0.030
14 53894.32900 18.250 0.056
14 53928.24800 18.777 0.132
sn06cs
2 53894.35701 18.793 0.077
2 53901.27779 20.050 0.061
2 53907.27648 20.730 0.166
3 53897.15620 17.840 0.029
3 53901.27477 18.414 0.092
3 53928.20182 20.542 0.141
13 53894.35168 17.621 0.029
13 53897.15390 17.575 0.026
13 53899.30439 17.735 0.037
13 53901.25921 17.947 0.035
13 53901.27247 17.959 0.025
13 53928.19951 19.751 0.090
14 53894.34939 17.682 0.035
14 53897.15159 17.762 0.027
14 53899.30208 17.777 0.040
14 53901.27017 17.917 0.030
14 53907.26885 18.705 0.067
14 53928.19722 19.904 0.172
sn06cz
1 53907.30700 17.424 0.059
1 53907.31000 17.438 0.058
1 53939.16200 19.640 0.209
2 53907.30300 17.369 0.019
2 53928.23000 18.476 0.112
2 53939.15900 19.659 0.074
3 53907.30000 17.110 0.015
3 53928.22700 18.038 0.063
3 53939.15600 18.465 0.037
13 53907.29800 16.953 0.019
13 53928.22500 17.860 0.041
13 53939.15300 17.973 0.028
14 53907.29500 17.343 0.031
14 53928.22200 18.289 0.050
14 53939.15100 18.105 0.036
sn06ef
2 53977.45737 16.035 0.051
2 53978.48308 16.155 0.046
2 53980.45644 16.345 0.047
2 53990.45784 17.561 0.045
2 53992.39491 17.755 0.085
2 53995.43380 18.070 0.131
2 54007.35308 18.766 0.210
2 54008.39630 18.658 0.250
2 54009.36462 18.612 0.241
2 54011.30437 18.874 0.265
2 54012.34691 19.004 0.231
2 54018.39278 19.293 0.258
2 54018.40524 19.193 0.261
2 54020.38266 19.128 0.283
2 54041.30994 19.417 0.334
3 53977.45435 15.793 0.031
3 53978.48007 15.855 0.034
3 53980.45343 15.972 0.039
3 53990.45481 16.572 0.044
3 53992.39189 16.740 0.040
3 53995.43079 17.007 0.056
3 54007.35007 17.760 0.091
3 54008.39330 17.671 0.096
3 54009.36161 17.705 0.097
3 54011.30135 17.813 0.121
3 54012.34389 17.915 0.120
3 54018.38978 18.071 0.144
3 54020.37964 18.010 0.188
3 54021.35433 18.040 0.143
3 54041.30693 18.660 0.295
3 54046.26243 18.344 0.341
13 53977.45204 15.925 0.033
13 53978.47774 16.018 0.036
13 53980.45111 16.139 0.033
13 53990.45250 16.357 0.044
13 53992.38957 16.468 0.055
13 53995.42846 16.706 0.067
13 54007.34776 17.444 0.155
13 54008.39097 17.484 0.150
13 54009.35928 17.525 0.154
13 54011.29904 17.567 0.140
13 54012.34159 17.607 0.145
13 54018.38746 17.806 0.148
13 54018.39993 17.751 0.148
13 54020.37734 17.931 0.161
13 54021.35200 17.810 0.140
13 54041.30463 18.631 0.253
13 54046.25941 18.739 0.313
14 53977.44972 16.694 0.048
14 53978.47543 16.788 0.047
14 53980.44880 16.876 0.046
14 53990.45021 16.599 0.047
14 53992.38726 16.665 0.049
14 53995.42615 16.792 0.051
14 54007.34544 17.700 0.121
14 54008.38866 17.712 0.120
14 54009.35697 17.826 0.178
14 54011.29674 17.907 0.179
14 54012.33927 17.941 0.177
14 54018.38515 18.203 0.179
14 54018.39762 18.173 0.178
14 54020.37502 18.198 0.190
14 54021.34970 18.128 0.158
14 54041.30233 19.040 0.283
14 54046.25639 18.866 0.299
sn06ej
2 53977.40054 15.941 0.016
2 53978.46282 15.976 0.016
2 53992.35219 17.386 0.019
2 54000.37498 18.303 0.041
2 54007.28575 18.736 0.040
2 54011.34377 19.034 0.093
2 54019.31882 18.978 0.087
2 54021.31127 19.193 0.073
2 54055.14101 19.553 0.064
3 53977.39752 15.825 0.013
3 53978.45980 15.842 0.013
3 53984.49307 16.083 0.012
3 53990.36882 16.582 0.018
3 53992.34917 16.603 0.015
3 54000.37197 17.152 0.018
3 54007.28204 17.546 0.022
3 54009.30238 17.753 0.036
3 54011.21382 17.991 0.039
3 54011.34006 17.868 0.036
3 54012.26120 17.854 0.036
3 54019.31509 18.140 0.034
3 54021.30757 17.931 0.031
3 54044.22838 18.488 0.088
3 54055.13727 18.788 0.041
13 53978.42100 15.893 0.016
13 53978.45749 15.853 0.015
13 53990.36652 16.540 0.016
13 53992.34685 16.584 0.015
13 54000.36965 16.885 0.016
13 54007.27902 17.490 0.015
13 54009.29937 17.430 0.016
13 54011.21080 17.489 0.023
13 54011.33705 17.657 0.019
13 54012.25818 17.565 0.023
13 54019.31208 17.934 0.026
13 54021.30454 17.897 0.024
13 54044.22536 19.023 0.062
13 54055.13425 19.934 0.111
14 53977.39288 16.488 0.015
14 53978.41869 16.525 0.015
14 53978.45519 16.510 0.015
14 53984.48846 16.988 0.027
14 53990.36420 17.241 0.022
14 53992.34454 17.116 0.016
14 54000.36734 16.948 0.017
14 54007.27602 17.619 0.021
14 54009.29634 17.683 0.024
14 54011.20780 17.826 0.022
14 54011.33403 17.825 0.025
14 54012.25516 17.858 0.025
14 54019.30905 18.101 0.027
14 54021.30152 18.250 0.030
14 54044.22234 18.920 0.072
14 54055.13124 20.064 0.159
sn06em
2 53984.48300 19.850 0.087
2 53992.45800 20.207 0.163
2 53992.47800 20.263 0.170
2 54000.48400 20.986 0.214
3 53984.48000 18.081 0.028
3 53988.45100 18.591 0.044
3 53988.48200 18.505 0.037
3 53988.51100 18.504 0.059
3 53990.47500 18.696 0.098
3 53992.45500 18.925 0.057
3 53992.47500 18.923 0.048
3 53995.46700 19.179 0.035
3 53995.49500 19.182 0.047
3 54000.48100 19.397 0.056
3 54002.51000 19.450 0.095
3 54007.34000 19.814 0.123
3 54008.41800 19.675 0.069
3 54009.37700 19.972 0.064
3 54011.26800 19.752 0.179
3 54012.35800 19.850 0.117
3 54021.36900 20.267 0.138
13 53984.47800 17.614 0.018
13 53987.44700 17.973 0.060
13 53988.44900 18.002 0.031
13 53988.48000 18.000 0.040
13 53988.50900 17.945 0.047
13 53990.47300 18.273 0.071
13 53992.45300 18.384 0.027
13 53992.47300 18.351 0.036
13 53995.46400 18.650 0.029
13 53995.49200 18.664 0.032
13 54000.47800 18.952 0.036
13 54002.50700 19.071 0.045
13 54002.51800 18.911 0.103
13 54007.33700 19.427 0.078
13 54008.41500 19.369 0.044
13 54009.37400 19.496 0.042
13 54011.26500 19.430 0.114
13 54012.35500 19.554 0.090
13 54021.36600 19.991 0.087
14 53984.47600 17.534 0.023
14 53987.44500 17.741 0.051
14 53988.44700 17.815 0.029
14 53988.47700 17.810 0.036
14 53988.50700 17.831 0.025
14 53990.47100 18.168 0.055
14 53992.45100 18.238 0.031
14 53992.47100 18.246 0.029
14 53995.46100 18.528 0.034
14 53995.48900 18.533 0.036
14 54000.47600 18.933 0.047
14 54002.50400 19.146 0.065
14 54002.51500 18.969 0.066
14 54007.33400 19.348 0.071
14 54008.41200 19.568 0.073
14 54009.37100 19.582 0.063
14 54011.26200 19.635 0.154
14 54012.35200 19.756 0.096
14 54021.36300 20.477 0.135
14 54041.34800 21.127 0.228
sn06en
2 53977.37906 17.211 0.022
2 53978.40596 17.275 0.016
2 53980.38627 17.427 0.020
2 53984.39300 17.713 0.048
2 53990.34699 18.496 0.055
2 53991.41005 18.551 0.059
2 53992.33101 18.599 0.046
2 54000.35435 19.718 0.106
3 53977.37604 16.927 0.020
3 53978.40294 17.001 0.018
3 53980.38326 17.088 0.017
3 53984.38998 17.319 0.030
3 53987.37481 17.510 0.032
3 53990.34397 17.644 0.024
3 53991.40703 17.735 0.027
3 53992.32799 17.771 0.025
3 54000.35135 18.260 0.037
3 54007.17860 18.631 0.068
3 54009.29110 18.807 0.045
3 54011.19919 18.858 0.059
3 54012.21865 18.808 0.071
3 54019.27319 19.294 0.092
3 54019.28362 19.249 0.066
3 54021.26448 19.321 0.079
13 53977.37373 16.912 0.015
13 53978.40062 16.989 0.016
13 53980.38096 17.095 0.018
13 53984.38766 17.384 0.022
13 53987.37249 17.541 0.022
13 53990.34164 17.620 0.023
13 53991.40471 17.607 0.026
13 53992.32565 17.643 0.024
13 54007.17558 18.319 0.049
13 54009.28809 18.638 0.060
13 54011.19618 18.731 0.043
13 54012.21564 18.566 0.040
13 54019.27019 18.852 0.043
13 54019.28059 18.707 0.045
13 54021.26145 18.756 0.042
13 54042.15259 19.418 0.090
13 54045.16565 19.605 0.185
14 53977.37141 17.478 0.027
14 53978.39832 17.582 0.022
14 53980.37865 17.747 0.030
14 53984.38537 18.171 0.050
14 53987.37017 18.204 0.042
14 53990.33935 18.072 0.039
14 53991.40240 17.991 0.037
14 53992.32333 18.016 0.030
14 54000.34671 17.923 0.030
14 54007.17258 18.211 0.040
14 54009.28508 18.398 0.045
14 54011.19317 18.577 0.051
14 54012.21262 18.508 0.044
14 54018.31683 18.905 0.062
14 54019.26718 18.913 0.061
14 54019.27759 18.878 0.064
14 54045.16263 19.567 0.160
sn06et
2 53991.36784 16.072 0.024
2 54004.32281 16.547 0.024
2 54007.31890 16.826 0.025
2 54009.31925 17.020 0.037
2 54020.30733 17.982 0.055
2 54021.28966 18.064 0.036
2 54030.27648 18.723 0.050
2 54052.23772 19.371 0.088
3 53991.36483 15.914 0.019
3 54004.31981 16.132 0.018
3 54007.31588 16.295 0.019
3 54009.31625 16.405 0.027
3 54011.28012 16.562 0.020
3 54012.28584 16.588 0.022
3 54016.29557 16.758 0.033
3 54016.31485 16.785 0.036
3 54020.30431 16.986 0.023
3 54021.28666 17.037 0.022
3 54030.27347 17.476 0.028
3 54052.23471 18.294 0.038
3 54066.20328 18.955 0.071
3 54095.10753 19.197 0.075
13 53991.36251 15.951 0.023
13 54007.31359 16.339 0.023
13 54009.31392 16.442 0.024
13 54011.27780 16.503 0.025
13 54012.28353 16.530 0.025
13 54020.30199 16.725 0.034
13 54021.28435 16.683 0.025
13 54030.27117 17.157 0.025
13 54052.23241 17.986 0.038
13 54066.20028 18.417 0.039
13 54095.10453 19.188 0.059
14 53991.36020 16.341 0.024
14 54004.31512 16.809 0.024
14 54007.31127 17.004 0.025
14 54009.31159 17.085 0.026
14 54011.27550 17.099 0.026
14 54012.28122 17.079 0.027
14 54020.29966 16.823 0.039
14 54021.28204 16.889 0.027
14 54030.26885 17.165 0.025
14 54052.23008 18.293 0.063
14 54066.19726 18.751 0.055
sn06eu
2 53991.34127 17.936 0.050
2 53992.27427 18.208 0.041
2 54000.17399 18.668 0.060
2 54001.15366 18.970 0.053
2 54007.20887 19.647 0.139
2 54009.18515 19.627 0.096
2 54012.12810 19.909 0.199
3 53991.33828 17.040 0.043
3 54000.17097 17.520 0.047
3 54001.14994 17.744 0.045
3 54007.20515 18.219 0.059
3 54009.18143 18.270 0.062
3 54011.11807 18.418 0.064
3 54012.12439 18.401 0.063
3 54015.27201 18.560 0.114
3 54015.28599 18.480 0.109
3 54016.13095 18.464 0.079
3 54019.13635 18.470 0.066
3 54021.09774 18.529 0.065
13 53991.33595 16.822 0.037
13 53992.26894 17.177 0.043
13 54000.16867 17.199 0.044
13 54001.14693 17.423 0.048
13 54007.20214 17.830 0.050
13 54009.17843 17.770 0.047
13 54011.11505 18.018 0.052
13 54012.12137 18.004 0.059
13 54015.26899 17.955 0.060
13 54015.28296 17.957 0.058
13 54016.12794 17.994 0.068
13 54016.13824 18.030 0.078
13 54019.13335 18.051 0.060
13 54021.09472 18.079 0.066
14 53991.33363 16.627 0.056
14 54000.16634 17.284 0.050
14 54001.14391 17.457 0.062
14 54007.19914 17.547 0.057
14 54009.15054 17.557 0.067
14 54009.17542 17.622 0.052
14 54011.11205 17.841 0.069
14 54012.11833 17.838 0.074
14 54015.26597 17.850 0.067
14 54015.27997 17.868 0.074
14 54016.12493 17.736 0.070
14 54016.13524 17.750 0.069
14 54019.13035 17.934 0.067
14 54021.09171 17.911 0.077
sn06ev
2 54000.22800 18.196 0.027
2 54007.12200 19.014 0.067
2 54011.13500 19.723 0.182
3 54007.11900 18.040 0.025
3 54011.13200 18.334 0.044
3 54012.13800 18.296 0.049
3 54016.19100 18.614 0.064
3 54016.20200 18.661 0.072
3 54019.17200 18.900 0.043
3 54019.18300 18.979 0.056
3 54021.13000 19.051 0.044
3 54041.22500 19.400 0.142
13 54000.22300 17.601 0.022
13 54007.11700 17.832 0.024
13 54011.13000 17.933 0.030
13 54012.13600 17.933 0.034
13 54015.29700 18.185 0.065
13 54015.31600 18.300 0.081
13 54016.18800 18.288 0.054
13 54016.19900 18.208 0.036
13 54019.16900 18.475 0.029
13 54019.18000 18.478 0.028
13 54021.12700 18.724 0.049
13 54041.22200 19.380 0.088
13 54042.11200 19.424 0.198
14 54000.22000 18.259 0.031
14 54007.11500 18.222 0.037
14 54011.12800 18.142 0.037
14 54012.13300 18.063 0.050
14 54015.29500 18.133 0.044
14 54015.31400 18.101 0.065
14 54016.18500 18.329 0.060
14 54016.19600 18.213 0.037
14 54019.16600 18.458 0.033
14 54021.12400 18.620 0.037
14 54041.21900 19.608 0.101
sn06gj
1 53998.46789 18.256 0.075
1 54007.41653 18.955 0.108
1 54008.46403 19.042 0.111
1 54008.46765 19.109 0.114
1 54009.41306 19.395 0.141
2 53998.46416 18.024 0.034
2 54007.40914 18.609 0.039
2 54008.46030 18.703 0.042
2 54009.40931 18.845 0.039
2 54012.40474 19.256 0.068
2 54020.42088 20.050 0.207
2 54021.39358 20.242 0.245
2 54040.39645 21.196 0.329
3 53998.46115 17.630 0.037
3 54007.40613 17.820 0.023
3 54008.45727 17.915 0.021
3 54009.40630 17.968 0.021
3 54011.40124 18.154 0.022
3 54012.38915 18.226 0.033
3 54012.40173 18.234 0.066
3 54020.41786 18.870 0.045
3 54021.39057 18.945 0.053
3 54021.40265 18.906 0.052
3 54040.39345 20.000 0.111
3 54041.29478 20.132 0.125
3 54051.38208 20.459 0.152
13 53998.45884 17.534 0.070
13 54007.40383 17.706 0.025
13 54008.45494 17.784 0.022
13 54009.40397 17.827 0.023
13 54011.39892 17.979 0.023
13 54012.38684 17.961 0.027
13 54012.39943 17.891 0.044
13 54020.41556 18.305 0.032
13 54021.38826 18.429 0.032
13 54021.40034 18.483 0.040
13 54040.39113 19.539 0.074
13 54041.29246 19.597 0.060
13 54051.37907 19.916 0.078
14 53998.45652 17.683 0.094
14 54007.40152 18.154 0.032
14 54008.45264 18.196 0.030
14 54009.40168 18.203 0.032
14 54011.39663 18.239 0.037
14 54012.38451 18.177 0.048
14 54012.39712 18.164 0.038
14 54020.41325 18.120 0.039
14 54021.38596 18.196 0.031
14 54021.39803 18.218 0.036
14 54040.38882 19.600 0.090
14 54041.29015 19.748 0.098
14 54051.37606 19.741 0.092
sn06gr
1 54002.33626 18.048 0.055
1 54002.33990 18.092 0.052
1 54006.38589 17.366 0.050
1 54006.38951 17.344 0.050
1 54007.14943 17.265 0.055
1 54009.24498 17.173 0.039
1 54009.24861 17.202 0.043
1 54011.15633 17.223 0.072
1 54012.15852 17.225 0.076
1 54012.16215 17.287 0.071
1 54016.22608 17.507 0.115
1 54016.24747 17.552 0.143
1 54018.30608 17.940 0.112
1 54020.29102 18.081 0.121
1 54020.29465 18.031 0.122
1 54021.15140 17.965 0.056
1 54021.17626 17.952 0.044
2 54002.33251 18.110 0.026
2 54006.38210 17.522 0.018
2 54007.14569 17.436 0.025
2 54009.24122 17.325 0.019
2 54011.14896 17.305 0.019
2 54018.29869 17.444 0.030
2 54019.19905 17.514 0.021
2 54019.24219 17.508 0.018
2 54020.28728 17.567 0.025
2 54021.14765 17.636 0.019
2 54021.17252 17.647 0.018
2 54040.22601 19.218 0.070
2 54042.13075 19.414 0.203
2 54054.10743 19.943 0.066
2 54055.22461 20.092 0.101
2 54056.22433 19.925 0.060
2 54063.19259 20.223 0.109
2 54066.16435 20.221 0.109
3 54002.32949 18.065 0.021
3 54006.37909 17.445 0.017
3 54007.14268 17.379 0.017
3 54009.23821 17.207 0.014
3 54011.14594 17.154 0.020
3 54012.15176 17.140 0.023
3 54016.21569 17.128 0.022
3 54016.23709 17.165 0.019
3 54018.29568 17.177 0.022
3 54019.19535 17.196 0.015
3 54019.23847 17.201 0.015
3 54020.28356 17.247 0.018
3 54021.14394 17.283 0.013
3 54021.16881 17.275 0.015
3 54040.22300 18.348 0.030
3 54042.12704 18.309 0.036
3 54045.11200 18.514 0.076
3 54054.10369 19.095 0.033
3 54055.22089 19.146 0.038
3 54056.22061 19.183 0.039
3 54063.18885 19.391 0.048
3 54066.16065 19.487 0.047
3 54072.16075 19.521 0.116
3 54075.07617 19.744 0.073
3 54076.09469 19.740 0.078
3 54080.08332 19.839 0.064
3 54081.06873 19.952 0.085
3 54095.07122 20.217 0.110
3 54101.10423 20.259 0.142
3 54102.11704 20.177 0.123
13 54002.32714 18.036 0.022
13 54006.37678 17.396 0.017
13 54007.14038 17.340 0.019
13 54009.23589 17.194 0.018
13 54011.14362 17.126 0.016
13 54012.14943 17.099 0.018
13 54016.21339 17.062 0.019
13 54016.23479 17.047 0.022
13 54018.29338 17.141 0.019
13 54019.19235 17.163 0.016
13 54019.23546 17.158 0.016
13 54020.28053 17.177 0.020
13 54021.14091 17.239 0.017
13 54021.16579 17.231 0.017
13 54040.22067 17.895 0.020
13 54042.12404 18.007 0.037
13 54043.08664 17.976 0.039
13 54045.10900 18.020 0.029
13 54054.10068 18.619 0.022
13 54055.21787 18.659 0.025
13 54056.21759 18.761 0.030
13 54063.18583 18.850 0.045
13 54066.15760 19.086 0.044
13 54069.14478 19.245 0.092
13 54070.17830 19.155 0.053
13 54072.15773 19.277 0.073
13 54074.06997 19.302 0.053
13 54075.07316 19.285 0.048
13 54076.09167 19.304 0.045
13 54080.08031 19.382 0.068
13 54082.10007 19.409 0.063
13 54086.12698 19.627 0.069
13 54095.06819 19.878 0.077
13 54117.08256 20.831 0.287
14 54002.32484 18.157 0.029
14 54006.37447 17.675 0.020
14 54007.13804 17.617 0.030
14 54009.23359 17.577 0.021
14 54011.14132 17.641 0.024
14 54012.14712 17.639 0.021
14 54016.21108 17.728 0.025
14 54016.23248 17.765 0.031
14 54018.29106 17.768 0.030
14 54019.18933 17.821 0.021
14 54019.23245 17.814 0.020
14 54020.27752 17.853 0.021
14 54021.13791 17.976 0.028
14 54021.16278 17.903 0.024
14 54040.21836 18.208 0.034
14 54043.08362 18.121 0.042
14 54045.10598 18.284 0.041
14 54054.09767 18.648 0.036
14 54055.21487 18.883 0.045
14 54063.18282 19.076 0.071
14 54070.17530 19.458 0.078
14 54072.15472 19.449 0.091
14 54075.07015 19.484 0.071
14 54076.08863 19.651 0.063
14 54080.07729 19.725 0.070
14 54081.06271 19.786 0.095
14 54082.09706 19.849 0.084
14 54086.12397 19.947 0.112
14 54095.06518 20.252 0.122
14 54117.07955 20.710 0.291
sn06gt
2 54008.36300 18.814 0.039
2 54030.33900 21.301 0.263
3 54007.30000 18.173 0.023
3 54008.35900 18.250 0.021
3 54009.33800 18.291 0.024
3 54011.25300 18.461 0.046
3 54011.37600 18.473 0.033
3 54012.30700 18.550 0.049
3 54012.32200 18.541 0.067
3 54019.33000 19.303 0.104
3 54019.34500 19.387 0.082
3 54020.32500 19.471 0.110
3 54020.34000 19.400 0.132
3 54021.33300 19.417 0.064
3 54024.39700 19.460 0.074
3 54030.33600 20.230 0.115
13 54007.29700 18.149 0.022
13 54008.35600 18.208 0.022
13 54009.33500 18.254 0.023
13 54011.24900 18.343 0.036
13 54011.37300 18.340 0.030
13 54012.30400 18.402 0.041
13 54012.31900 18.474 0.047
13 54019.32700 18.988 0.061
13 54019.34200 18.881 0.054
13 54020.32200 19.012 0.054
13 54020.33600 18.950 0.065
13 54021.33000 19.033 0.035
13 54024.39400 19.170 0.051
13 54030.33300 19.691 0.058
14 54007.30800 18.552 0.028
14 54008.35300 18.597 0.029
14 54009.33200 18.597 0.029
14 54011.24700 18.856 0.080
14 54011.37000 18.824 0.047
14 54012.30100 18.828 0.049
14 54012.31600 18.817 0.055
14 54019.33900 18.933 0.048
14 54020.31900 18.956 0.067
14 54020.33300 19.045 0.090
14 54021.32700 18.940 0.050
14 54024.39100 19.084 0.059
14 54030.33000 19.626 0.071
sn06ha
2 54007.16774 19.997 0.138
2 54021.22528 20.164 0.126
3 54007.16403 18.789 0.068
3 54011.18395 18.685 0.064
3 54012.20429 18.571 0.067
3 54021.22156 18.890 0.077
13 54007.16101 18.528 0.051
13 54011.18094 18.321 0.039
13 54012.20127 18.367 0.045
14 54007.15800 18.463 0.070
14 54011.17793 18.173 0.035
14 54012.19825 18.234 0.049
sn06hb
1 54007.46902 16.270 0.031
1 54007.47265 16.277 0.031
1 54009.48722 16.433 0.027
1 54009.49086 16.428 0.028
1 54010.50807 16.608 0.029
1 54010.51171 16.848 0.031
1 54011.45621 16.743 0.032
1 54011.45985 16.729 0.031
1 54012.46220 17.111 0.040
1 54012.46584 17.088 0.042
1 54024.46135 18.559 0.112
1 54024.46499 18.480 0.138
1 54055.37339 19.684 0.288
2 54007.46598 15.888 0.045
2 54008.43124 15.983 0.044
2 54009.48417 16.096 0.045
2 54010.50504 16.246 0.049
