#Standard System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   STDMAG dMAG
sn01C
3 52260.41944 16.826 0.017
3 52266.51080 17.189 0.020
3 52285.41674 18.342 0.029
3 52293.51697 18.687 0.052
3 52320.30065 19.357 0.224
4 52257.54170 16.696 0.037
4 52260.42204 16.822 0.021
4 52282.45654 17.883 0.034
4 52285.41924 18.017 0.036
4 52289.28022 18.198 0.054
4 52293.51946 18.310 0.050
4 52320.30314 19.302 0.256
5 52257.54316 17.001 0.060
5 52266.51508 17.350 0.091
5 52289.28201 17.665 0.095
5 52293.52126 17.804 0.075
5 52320.30491 18.408 0.359
sn02G
2 52296.48332 17.727 0.031
2 52320.42733 19.859 0.068
2 52373.40459 21.536 0.201
2 52402.27383 21.598 0.217
3 52295.47922 17.607 0.028
3 52296.48722 17.542 0.020
3 52320.43125 18.466 0.027
3 52345.42325 19.918 0.124
3 52373.40848 20.464 0.083
3 52402.27771 21.167 0.167
4 52295.48242 17.380 0.037
4 52320.43442 17.921 0.042
4 52345.42642 19.145 0.064
4 52373.41167 20.168 0.083
4 52402.28087 21.071 0.188
5 52320.43690 17.748 0.050
5 52345.42891 18.940 0.074
5 52373.41414 20.320 0.168
5 52402.28334 20.939 0.268
sn02ar
3 52320.38042 16.896 0.026
3 52345.39530 18.723 0.048
3 52373.30682 19.668 0.090
4 52345.39707 18.346 0.044
4 52373.30859 19.411 0.089
5 52320.38366 17.529 0.061
5 52345.39852 18.162 0.055
5 52373.31003 19.940 0.209
sn02bf
1 52342.31554 16.853 0.042
1 52352.22230 18.217 0.065
2 52354.36531 17.891 0.028
3 52347.19803 16.445 0.017
3 52373.24105 18.466 0.046
4 52342.32304 16.113 0.019
4 52345.28756 16.288 0.021
4 52352.22978 16.711 0.020
4 52354.36959 16.820 0.018
5 52342.32449 16.589 0.024
5 52345.28900 16.816 0.025
5 52347.20127 16.997 0.027
5 52351.31826 17.163 0.036
5 52352.23123 17.082 0.031
5 52354.37105 17.217 0.046
sn02bo
1 52344.24715 16.332 0.041
1 52345.31095 15.914 0.044
1 52346.21294 15.310 0.044
1 52348.11669 14.713 0.030
1 52369.23924 15.339 0.038
1 52373.25906 15.949 0.046
1 52377.15575 16.362 0.039
1 52378.13440 16.555 0.045
1 52382.23057 16.913 0.044
1 52397.12848 17.726 0.047
1 52412.17391 17.908 0.044
1 52435.18381 18.354 0.063
2 52344.25041 16.209 0.028
2 52345.31413 15.825 0.033
2 52346.21618 15.375 0.028
2 52348.11993 14.822 0.017
2 52350.16715 14.434 0.022
2 52353.20267 14.140 0.029
2 52355.17772 14.060 0.047
2 52369.24244 14.971 0.028
2 52371.25936 15.187 0.018
2 52373.26228 15.449 0.030
2 52374.21809 15.528 0.016
2 52378.13763 15.964 0.027
2 52382.23377 16.332 0.026
2 52397.13168 17.110 0.030
2 52402.24426 17.175 0.030
2 52412.17782 17.311 0.026
2 52435.18772 17.565 0.030
3 52344.25288 15.677 0.017
3 52345.31661 15.290 0.017
3 52346.21868 14.976 0.016
3 52348.12243 14.477 0.014
3 52350.16965 14.139 0.025
3 52355.18020 13.697 0.026
3 52369.24492 14.066 0.017
3 52371.26184 14.222 0.017
3 52373.26477 14.314 0.018
3 52374.22058 14.351 0.012
3 52381.18115 14.662 0.018
3 52382.23627 14.774 0.015
3 52397.13417 15.643 0.015
3 52402.24672 15.765 0.031
3 52412.18101 16.050 0.015
3 52408.27464 15.950 0.035
3 52435.19089 16.653 0.017
4 52344.25468 15.313 0.015
4 52345.31841 14.920 0.015
4 52345.32679 14.910 0.016
4 52345.33757 14.898 0.015
4 52346.22049 14.685 0.029
4 52348.12424 14.146 0.015
4 52350.17147 13.833 0.019
4 52353.20697 13.589 0.016
4 52355.18200 13.509 0.026
4 52369.24671 13.999 0.015
4 52371.26363 14.096 0.026
4 52373.26657 14.112 0.015
4 52374.22236 14.112 0.012
4 52377.16324 14.147 0.019
4 52378.14194 14.163 0.016
4 52381.18293 14.228 0.016
4 52382.23806 14.254 0.015
4 52397.13595 15.139 0.014
4 52402.24853 15.295 0.026
4 52412.18348 15.660 0.014
4 52435.19338 16.657 0.034
5 52344.25613 15.280 0.018
5 52345.32822 14.896 0.024
5 52346.22193 14.568 0.020
5 52348.12568 14.089 0.015
5 52350.17293 13.821 0.025
5 52353.20841 13.618 0.014
5 52355.18345 13.617 0.019
5 52369.24815 14.170 0.017
5 52371.26507 14.155 0.027
5 52373.26802 14.086 0.018
5 52374.22380 14.046 0.013
5 52378.14339 13.963 0.036
5 52381.18438 13.912 0.020
5 52382.23951 13.988 0.057
5 52397.13738 14.778 0.018
5 52402.24998 15.034 0.021
5 52408.27788 15.235 0.028
5 52412.18527 15.471 0.016
5 52435.19517 16.411 0.020
sn02bz
1 52373.45656 17.328 0.073
2 52373.45977 17.344 0.036
2 52385.22870 18.740 0.063
2 52402.35472 20.045 0.153
2 52435.28030 20.752 0.271
3 52373.46226 17.181 0.021
3 52385.23118 17.986 0.034
3 52402.35722 19.096 0.084
3 52435.28346 19.805 0.150
4 52373.46406 17.147 0.031
4 52385.23297 17.766 0.041
4 52402.35902 18.747 0.085
4 52435.28594 19.720 0.234
5 52373.46551 17.449 0.044
5 52385.23442 17.962 0.072
5 52402.36046 18.433 0.095
5 52435.28773 19.195 0.561
sn02cd
1 52375.46317 17.920 0.056
1 52379.48610 17.624 0.048
1 52383.49436 17.620 0.054
1 52402.42331 19.072 0.070
1 52431.37277 20.927 0.397
2 52375.46707 17.701 0.017
2 52379.48999 17.326 0.015
2 52383.49830 17.217 0.015
2 52401.43652 18.460 0.018
2 52402.42722 18.543 0.020
2 52431.37666 20.065 0.056
2 52435.40725 20.188 0.062
3 52375.47025 16.858 0.011
3 52379.49319 16.419 0.009
3 52383.50149 16.243 0.010
3 52401.43969 16.915 0.011
3 52402.43039 16.948 0.011
3 52431.37983 18.244 0.019
3 52435.41042 18.357 0.023
4 52375.47273 16.298 0.011
4 52379.49571 15.939 0.011
4 52383.50399 15.805 0.010
4 52401.44216 16.506 0.011
4 52402.43288 16.501 0.011
4 52431.38231 17.570 0.018
4 52435.41292 17.718 0.020
5 52375.47451 15.945 0.015
5 52379.49752 15.646 0.016
5 52383.50579 15.636 0.016
5 52401.44395 16.293 0.015
5 52402.43468 16.261 0.016
5 52431.38410 16.978 0.021
5 52435.41470 17.153 0.022
sn02ck
1 52402.33993 16.783 0.026
1 52404.28624 17.011 0.028
1 52427.26360 19.537 0.158
1 52434.30309 19.819 0.188
1 52435.26462 19.806 0.197
2 52402.34311 16.907 0.014
2 52404.28948 17.019 0.013
2 52427.26681 19.407 0.037
2 52434.29862 19.621 0.046
2 52435.26785 19.672 0.049
2 52438.24865 19.748 0.065
3 52402.34559 16.701 0.014
3 52404.29197 16.791 0.012
3 52427.26928 18.107 0.019
3 52434.30880 18.485 0.028
3 52435.27035 18.558 0.031
3 52438.25113 18.741 0.050
4 52402.34738 16.611 0.012
4 52404.29375 16.723 0.012
4 52427.27108 17.508 0.019
4 52434.31059 17.948 0.024
4 52435.27213 17.995 0.022
4 52438.25293 18.215 0.043
5 52402.34884 16.975 0.026
5 52404.29519 17.139 0.018
5 52427.27252 17.294 0.021
5 52434.31204 17.755 0.034
5 52435.27358 17.759 0.031
5 52438.25436 17.901 0.042
sn02cr
1 52399.22788 14.744 0.075
1 52401.26549 14.317 0.133
1 52402.29792 14.082 0.075
1 52403.28963 13.980 0.073
1 52429.24266 16.654 0.137
1 52433.24291 16.862 0.074
1 52435.23057 17.092 0.129
1 52437.17512 17.153 0.074
2 52399.23108 15.164 0.016
2 52401.26868 14.775 0.016
2 52402.30110 14.628 0.018
2 52403.29285 14.514 0.016
2 52410.17936 14.285 0.016
2 52429.24587 16.192 0.021
2 52433.24611 16.532 0.014
2 52435.23376 16.705 0.014
2 52437.17834 16.877 0.038
3 52399.23355 15.217 0.010
3 52401.27116 14.835 0.010
3 52402.30358 14.688 0.010
3 52403.29535 14.581 0.010
3 52410.18186 14.291 0.012
3 52429.24834 15.238 0.020
3 52433.24860 15.440 0.010
3 52435.23624 15.554 0.011
3 52437.18084 15.684 0.011
4 52399.23535 15.104 0.011
4 52401.27294 14.725 0.011
4 52402.30537 14.580 0.011
4 52403.29713 14.473 0.012
4 52410.18366 14.272 0.012
4 52429.25014 14.983 0.016
4 52433.25041 15.077 0.011
4 52435.23803 15.155 0.011
4 52437.18263 15.268 0.013
5 52399.23679 15.035 0.014
5 52401.27439 14.701 0.014
5 52402.30682 14.566 0.013
5 52403.29859 14.477 0.012
5 52410.18510 14.491 0.021
5 52429.25159 14.923 0.015
5 52433.25185 14.882 0.014
5 52435.23947 14.896 0.015
5 52437.18407 14.944 0.014
sn02de
1 52428.20118 16.666 0.077
1 52430.24627 16.569 0.043
1 52432.29759 16.559 0.075
1 52435.31500 16.644 0.028
1 52436.25559 16.761 0.043
1 52439.34235 16.887 0.107
2 52428.20439 16.908 0.017
2 52432.30082 16.759 0.021
2 52435.31821 16.771 0.017
2 52436.25880 16.802 0.016
2 52439.34557 16.925 0.017
3 52428.20686 16.823 0.016
3 52430.25196 16.682 0.016
3 52432.30331 16.612 0.015
3 52435.32071 16.587 0.012
3 52436.26127 16.568 0.012
3 52439.34806 16.676 0.013
4 52428.20865 16.641 0.014
4 52430.25374 16.555 0.022
4 52432.30515 16.480 0.018
4 52435.32249 16.439 0.014
4 52436.26308 16.460 0.013
4 52439.34984 16.543 0.013
5 52428.21009 16.715 0.027
5 52430.25520 16.749 0.034
5 52432.30662 16.715 0.027
5 52435.32395 16.735 0.023
5 52436.26451 16.792 0.023
5 52439.35130 16.889 0.026
sn02dj
1 52440.17646 15.767 0.085
1 52443.17282 14.529 0.054
1 52444.14465 14.337 0.098
1 52453.15499 14.263 0.056
2 52440.17969 15.606 0.028
2 52442.17687 15.056 0.029
2 52443.17606 14.854 0.026
2 52444.14787 14.722 0.027
2 52447.16639 14.448 0.032
2 52449.16720 14.379 0.032
2 52451.15494 14.360 0.030
2 52452.14632 14.387 0.028
2 52452.15367 14.392 0.031
2 52453.14759 14.415 0.028
2 52453.15814 14.402 0.026
2 52461.15758 14.947 0.025
3 52440.18218 15.373 0.015
3 52442.17939 14.905 0.014
3 52443.17855 14.717 0.015
3 52447.16888 14.300 0.016
3 52449.16971 14.197 0.018
3 52450.15081 14.182 0.022
3 52451.15743 14.150 0.016
3 52452.14882 14.130 0.017
3 52453.15009 14.128 0.015
3 52461.16009 14.389 0.015
4 52440.18398 15.177 0.018
4 52442.18117 14.690 0.018
4 52443.18035 14.545 0.017
4 52444.15215 14.483 0.028
4 52447.17067 14.214 0.020
4 52449.17149 14.156 0.025
4 52450.15259 14.090 0.017
4 52451.15922 14.041 0.016
4 52452.15061 14.068 0.018
4 52453.15189 14.082 0.018
4 52461.16188 14.448 0.018
5 52440.18543 15.230 0.018
5 52442.18262 14.743 0.022
5 52443.18179 14.624 0.028
5 52444.15360 14.564 0.032
5 52447.17212 14.349 0.028
5 52449.15852 14.337 0.023
5 52449.17295 14.357 0.020
5 52450.15404 14.344 0.025
5 52451.16067 14.367 0.028
5 52452.15207 14.393 0.023
5 52453.15333 14.399 0.025
5 52461.16332 14.844 0.018
sn02do
1 52445.46575 16.923 0.039
1 52447.47115 17.270 0.044
1 52448.47171 17.432 0.048
1 52466.40110 19.418 0.176
2 52445.46896 16.830 0.018
2 52447.47436 17.007 0.020
2 52448.47495 17.094 0.022
2 52460.40271 18.875 0.069
2 52463.30576 19.526 0.164
2 52466.40432 20.076 0.201
3 52445.47145 16.480 0.016
3 52447.47686 16.504 0.017
3 52448.47744 16.539 0.017
3 52460.40519 17.529 0.029
3 52466.40682 18.160 0.054
3 52467.41671 18.158 0.044
4 52445.47325 16.201 0.015
4 52447.47866 16.276 0.015
4 52448.47924 16.309 0.015
4 52460.40699 16.962 0.019
4 52466.40862 17.573 0.031
4 52467.41851 17.494 0.032
5 52445.47470 16.183 0.018
5 52445.47990 16.192 0.017
5 52445.48162 16.212 0.019
5 52447.48010 16.314 0.032
5 52448.48068 16.351 0.020
5 52448.48234 16.332 0.020
5 52460.40845 16.449 0.029
5 52466.41008 16.946 0.045
5 52467.41994 17.072 0.032
sn02dp
1 52446.46955 14.572 0.046
1 52448.46078 14.427 0.044
1 52450.45925 14.499 0.045
1 52450.47031 14.529 0.046
1 52452.46156 14.628 0.045
1 52452.47245 14.653 0.048
1 52466.42427 16.368 0.042
2 52446.47278 14.938 0.031
2 52448.46399 14.798 0.026
2 52450.47353 14.762 0.049
2 52452.46478 14.888 0.041
2 52459.42157 15.222 0.023
2 52462.36969 15.561 0.079
2 52466.42750 16.012 0.023
2 52580.26322 19.139 0.055
2 52614.21414 19.683 0.062
2 52634.21353 20.254 0.110
3 52446.47528 14.817 0.023
3 52448.46648 14.671 0.024
3 52449.47836 14.647 0.026
3 52450.46495 14.665 0.029
3 52450.47602 14.633 0.019
3 52452.46727 14.621 0.023
3 52452.47816 14.631 0.025
3 52459.42406 14.802 0.019
3 52462.37219 14.965 0.023
3 52466.43000 15.338 0.052
3 52579.24375 18.791 0.049
3 52580.26635 18.834 0.056
3 52614.21730 19.395 0.048
3 52634.21669 19.851 0.075
4 52446.47706 14.663 0.034
4 52448.46828 14.556 0.034
4 52449.48015 14.546 0.033
4 52450.46675 14.573 0.032
4 52450.47781 14.571 0.037
4 52452.46906 14.535 0.033
4 52452.47995 14.561 0.035
4 52459.42587 14.787 0.030
4 52462.37398 15.014 0.031
4 52580.26882 19.127 0.079
4 52614.21975 19.915 0.100
5 52446.47852 14.644 0.032
5 52448.46972 14.618 0.026
5 52449.48160 14.636 0.032
5 52450.46819 14.686 0.029
5 52450.47926 14.718 0.032
5 52452.47051 14.730 0.031
5 52452.48141 14.764 0.029
5 52459.42730 15.073 0.034
5 52462.37543 15.220 0.030
5 52467.43441 15.162 0.031
5 52579.24796 19.099 0.127
5 52580.27058 19.142 0.140
5 52614.22152 20.172 0.266
sn02es
1 52522.45714 17.514 0.046
1 52529.37683 18.494 0.059
1 52532.49058 18.939 0.059
1 52554.33461 20.264 0.220
1 52558.34584 20.356 0.220
1 52614.30021 21.064 0.411
2 52521.37851 17.514 0.023
2 52522.46035 17.538 0.016
2 52529.38007 18.263 0.016
2 52532.49378 18.578 0.019
2 52547.34081 19.359 0.076
2 52554.33784 19.914 0.065
2 52558.34907 20.087 0.064
2 52614.30409 21.995 0.293
3 52522.46284 16.786 0.020
3 52522.46777 16.828 0.011
3 52529.38255 17.230 0.013
3 52532.49627 17.484 0.014
3 52547.34329 18.378 0.043
3 52554.34031 18.793 0.037
3 52558.35159 19.147 0.034
4 52521.38279 16.385 0.040
4 52522.46463 16.478 0.013
4 52529.38435 16.759 0.014
4 52532.49807 16.909 0.012
4 52547.34508 17.661 0.030
4 52554.34211 18.280 0.026
4 52558.35336 18.657 0.034
4 52579.36332 20.448 0.256
5 52522.46608 16.314 0.019
5 52529.38580 16.449 0.017
5 52532.49951 16.541 0.016
5 52547.34653 17.106 0.037
5 52554.34355 17.725 0.038
5 52558.35481 18.066 0.035
5 52579.36509 20.150 0.202
sn02eu
1 52530.33850 18.870 0.085
1 52533.48730 19.453 0.106
1 52556.31324 20.984 0.367
1 52614.23954 21.066 0.357
2 52533.49052 19.131 0.035
2 52556.31645 20.716 0.096
2 52614.24341 21.541 0.224
3 52533.49303 18.106 0.024
3 52556.31894 19.858 0.065
3 52614.24655 21.064 0.178
4 52530.34598 17.779 0.025
4 52533.49481 17.908 0.021
4 52556.32072 19.163 0.048
4 52614.24899 21.271 0.245
5 52533.49627 18.110 0.042
5 52556.32219 19.181 0.077
sn02fb
1 52531.34813 17.847 0.036
1 52534.31323 18.548 0.057
1 52536.48668 19.050 0.078
1 52546.35324 20.084 0.169
2 52531.35134 17.413 0.013
2 52546.35645 19.557 0.041
2 52553.34660 20.029 0.063
2 52561.26464 20.030 0.053
2 52563.19759 20.151 0.083
2 52579.33159 20.626 0.193
2 52603.19773 21.097 0.164
2 52613.15404 21.097 0.115
2 52614.26580 21.043 0.132
2 52634.31257 21.264 0.332
3 52531.35384 16.634 0.011
3 52546.35895 18.055 0.028
3 52553.34909 18.560 0.025
3 52561.26713 18.838 0.032
3 52563.20008 18.789 0.040
3 52579.33473 19.262 0.094
3 52586.31859 19.771 0.079
3 52586.37181 19.741 0.102
3 52591.23191 20.013 0.081
3 52603.20090 20.378 0.130
3 52613.15720 20.509 0.116
3 52614.26895 20.562 0.131
4 52531.35562 16.369 0.011
4 52546.36073 17.438 0.018
4 52553.35087 17.987 0.020
4 52561.26894 18.385 0.027
4 52563.17730 18.501 0.031
4 52563.19001 18.460 0.030
4 52579.32262 19.419 0.094
4 52586.32105 19.480 0.064
4 52586.37427 19.450 0.074
4 52591.23438 19.709 0.070
4 52603.20337 20.101 0.146
5 52531.35708 16.276 0.015
5 52536.49564 16.402 0.014
5 52546.36218 16.866 0.020
5 52553.35234 17.436 0.023
5 52561.27038 17.927 0.028
5 52563.17876 17.939 0.035
5 52563.19146 17.991 0.031
5 52579.33896 18.570 0.065
5 52586.32284 18.894 0.155
5 52591.23616 19.026 0.093
5 52602.22479 19.448 0.133
5 52613.16141 19.959 0.162
sn02fk
1 52551.46955 12.984 0.026
1 52552.44656 13.110 0.028
1 52557.34347 13.626 0.049
1 52559.37971 13.913 0.061
1 52562.32509 14.766 0.067
1 52573.31662 15.900 0.066
1 52583.31850 16.383 0.077
1 52602.24595 16.799 0.182
1 52603.25227 17.038 0.178
1 52612.30681 17.167 0.073
1 52614.22851 17.230 0.087
1 52635.17983 17.604 0.080
2 52545.41219 13.333 0.028
2 52552.44394 13.369 0.021
2 52554.44372 13.552 0.017
2 52557.34669 13.746 0.035
2 52559.38293 13.956 0.016
2 52562.32832 14.300 0.020
2 52573.31985 15.491 0.019
2 52576.33770 15.732 0.015
2 52582.43838 16.075 0.016
2 52583.32167 16.147 0.029
2 52601.21066 16.631 0.018
2 52602.24914 16.627 0.020
2 52603.25547 16.653 0.018
2 52612.30999 16.824 0.035
2 52614.23169 16.835 0.017
2 52620.28023 16.903 0.018
2 52635.18302 17.163 0.022
2 52637.14284 17.181 0.019
2 52644.06428 17.246 0.033
2 52644.07530 17.257 0.022
2 52661.17126 17.558 0.035
3 52545.41465 13.402 0.016
3 52551.48377 13.362 0.019
3 52552.43877 13.451 0.018
3 52557.34919 13.595 0.014
3 52559.38542 13.736 0.016
3 52562.33081 13.932 0.017
3 52566.37438 14.174 0.018
3 52573.32235 14.508 0.015
3 52576.34017 14.677 0.012
3 52582.44084 15.043 0.025
3 52583.32413 15.093 0.016
3 52601.21383 15.737 0.018
3 52602.25162 15.765 0.017
3 52603.25794 15.770 0.014
3 52612.31244 15.996 0.014
3 52613.18631 15.984 0.014
3 52614.23413 16.106 0.016
3 52617.24120 16.171 0.015
3 52620.28269 16.225 0.016
3 52635.18549 16.656 0.025
3 52637.14528 16.664 0.018
3 52644.06675 16.838 0.017
3 52644.07777 16.819 0.020
3 52661.17373 17.248 0.039
3 52666.10844 17.336 0.022
4 52545.41646 13.374 0.021
4 52551.47708 13.336 0.024
4 52551.48486 13.369 0.019
4 52557.35100 13.700 0.016
4 52562.33263 14.051 0.022
4 52566.37619 14.116 0.020
4 52573.32413 14.210 0.019
4 52576.34197 14.303 0.015
4 52582.44262 14.668 0.014
4 52583.32589 14.717 0.015
4 52602.25338 15.542 0.017
4 52603.25970 15.574 0.015
4 52612.31421 15.859 0.015
4 52613.18807 15.898 0.015
4 52614.23588 15.945 0.015
4 52617.24297 16.061 0.016
4 52620.28446 16.117 0.017
4 52635.18726 16.614 0.020
4 52637.14705 16.662 0.020
4 52644.06852 16.889 0.023
4 52644.07954 16.892 0.018
4 52661.17550 17.361 0.035
4 52666.11020 17.425 0.030
5 52545.41789 13.505 0.021
5 52551.47852 13.693 0.018
5 52552.44204 13.737 0.018
5 52557.35244 14.089 0.020
5 52559.38867 14.213 0.017
5 52562.33409 14.306 0.031
5 52566.37764 14.225 0.015
5 52573.32557 14.052 0.017
5 52576.34343 14.049 0.016
5 52582.44404 14.292 0.015
5 52583.32733 14.352 0.016
5 52601.21843 15.338 0.017
5 52602.25480 15.336 0.019
5 52603.26111 15.421 0.017
5 52612.31564 15.749 0.017
5 52613.18949 15.899 0.020
5 52614.23730 15.859 0.018
5 52617.24440 16.037 0.022
5 52620.28588 16.122 0.021
5 52635.18868 16.733 0.028
5 52637.14846 16.821 0.029
5 52644.06994 17.049 0.030
5 52644.08095 17.034 0.027
5 52661.17692 17.735 0.092
sn02ha
1 52577.17574 14.783 0.031
1 52589.08189 15.570 0.020
1 52593.06775 16.177 0.030
1 52601.06795 17.462 0.028
1 52602.14525 17.585 0.036
1 52603.09230 17.624 0.035
1 52614.09912 18.200 0.084
2 52577.17894 15.226 0.017
2 52580.12039 15.095 0.024
2 52580.13153 15.102 0.022
2 52589.08508 15.541 0.010
2 52593.07095 16.009 0.013
2 52601.07220 17.086 0.014
2 52602.14845 17.281 0.043
2 52603.09550 17.313 0.014
2 52614.10229 18.097 0.022
2 52819.44670 21.099 0.216
3 52577.18138 15.243 0.013
3 52580.12286 15.110 0.023
3 52580.13399 15.093 0.023
3 52589.08755 15.278 0.013
3 52593.07340 15.552 0.011
3 52601.07537 16.054 0.012
3 52602.15091 16.162 0.025
3 52603.09795 16.195 0.010
3 52614.10473 16.975 0.015
3 52819.44987 21.019 0.205
4 52577.18312 15.068 0.013
4 52580.13576 14.973 0.017
4 52589.08932 15.285 0.010
4 52593.07517 15.606 0.010
4 52601.07782 15.738 0.012
4 52602.15267 15.835 0.024
4 52603.09971 15.800 0.012
4 52614.10648 16.564 0.015
5 52577.18456 15.022 0.013
5 52580.12605 15.084 0.016
5 52580.13720 15.092 0.037
5 52589.09074 15.635 0.015
5 52593.07661 15.824 0.015
5 52601.07995 15.633 0.021
5 52602.15411 15.625 0.021
5 52603.10111 15.571 0.020
5 52614.10791 16.219 0.018
sn02hd
1 52579.46858 17.163 0.053
1 52579.47941 17.161 0.051
2 52579.47175 17.053 0.016
2 52579.48259 17.059 0.021
2 52580.49126 17.160 0.017
2 52580.50238 17.131 0.018
2 52583.48478 17.382 0.031
2 52673.32260 20.721 0.195
2 52705.24868 21.254 0.368
3 52579.47420 16.821 0.015
3 52579.48507 16.829 0.018
3 52580.49372 16.858 0.014
3 52580.50485 16.883 0.026
3 52583.48723 16.923 0.022
3 52641.39103 19.668 0.081
3 52673.32505 20.458 0.196
3 52705.25183 21.061 0.284
4 52579.47595 16.769 0.015
4 52580.49549 16.819 0.020
4 52580.50660 16.834 0.016
4 52583.48899 16.875 0.036
4 52603.37523 17.782 0.032
4 52641.39278 19.434 0.075
5 52579.47737 17.286 0.038
5 52579.48824 17.172 0.044
5 52580.49691 17.145 0.026
5 52580.50802 17.207 0.030
5 52603.37667 17.597 0.052
5 52641.39419 19.137 0.143
5 52673.32822 19.745 0.194
5 52705.25606 20.264 0.287
sn02he
1 52580.47449 16.301 0.059
1 52583.46311 16.118 0.031
1 52603.34931 18.788 0.083
2 52579.43618 16.891 0.021
2 52579.44843 16.877 0.023
2 52579.46056 16.868 0.027
2 52580.47769 16.725 0.024
2 52601.41089 17.897 0.026
2 52602.43578 18.063 0.024
2 52603.35249 18.193 0.060
2 52614.35615 19.323 0.089
2 52634.38818 19.720 0.132
2 52641.37332 19.936 0.142
2 52666.27488 20.164 0.142
2 52705.19667 20.918 0.195
3 52579.43863 16.885 0.020
3 52579.45087 16.896 0.025
3 52579.46301 16.850 0.025
3 52580.48013 16.701 0.020
3 52583.46877 16.405 0.024
3 52601.41406 17.132 0.020
3 52602.43824 17.261 0.031
3 52603.35494 17.216 0.021
3 52614.35862 18.123 0.025
3 52641.37578 19.121 0.048
3 52666.27736 19.768 0.107
3 52673.30387 19.936 0.068
3 52705.19980 20.898 0.139
4 52579.44038 16.684 0.021
4 52579.45264 16.681 0.023
4 52579.46478 16.704 0.030
4 52580.48190 16.546 0.025
4 52583.47053 16.323 0.037
4 52601.41653 17.024 0.033
4 52602.43999 17.031 0.029
4 52603.35670 17.017 0.025
4 52614.36039 17.663 0.025
4 52634.39242 18.534 0.057
4 52641.37753 18.811 0.043
4 52666.27913 19.751 0.129
4 52673.30564 20.000 0.103
4 52705.20226 20.880 0.168
5 52579.44181 16.744 0.032
5 52579.45406 16.777 0.037
5 52579.46619 16.748 0.031
5 52580.48333 16.653 0.030
5 52603.35811 17.127 0.032
5 52614.36181 17.528 0.038
5 52634.39384 18.521 0.081
5 52641.37895 18.877 0.105
5 52705.20402 20.875 0.295
sn02hu
1 52587.24966 16.508 0.029
1 52591.24166 16.470 0.027
1 52595.23431 16.611 0.039
1 52602.23082 17.433 0.039
1 52606.26118 17.847 0.039
1 52613.11024 18.848 0.074
1 52614.27573 18.736 0.074
1 52616.07399 18.983 0.128
1 52661.20744 19.549 0.250
2 52587.25285 16.894 0.014
2 52591.24484 16.749 0.015
2 52595.23751 16.850 0.015
2 52601.19632 17.173 0.017
2 52602.23402 17.342 0.016
2 52603.22705 17.370 0.019
2 52606.26436 17.708 0.017
2 52613.11343 18.530 0.024
2 52614.27890 18.546 0.025
2 52616.07716 18.835 0.031
2 52634.33192 19.711 0.118
2 52673.18485 20.284 0.098
3 52587.25532 16.965 0.012
3 52591.24729 16.800 0.016
3 52595.23997 16.827 0.012
3 52601.19949 17.024 0.013
3 52602.23648 17.086 0.014
3 52603.22950 17.082 0.020
3 52606.26684 17.290 0.013
3 52613.11588 17.698 0.017
3 52614.28134 17.755 0.021
3 52616.07962 17.904 0.023
3 52634.33438 18.794 0.059
3 52641.30054 18.992 0.055
3 52661.20256 19.361 0.267
3 52673.18730 19.714 0.065
4 52587.25709 16.933 0.017
4 52591.24905 16.794 0.019
4 52595.24171 16.778 0.017
4 52601.20196 17.023 0.016
4 52602.23824 17.059 0.017
4 52603.23127 17.054 0.023
4 52606.26860 17.329 0.017
4 52613.11764 17.492 0.016
4 52614.28309 17.522 0.019
4 52616.08139 17.565 0.025
4 52634.33613 18.350 0.038
4 52641.30230 18.655 0.053
4 52673.18906 19.519 0.070
5 52587.25851 17.011 0.027
5 52591.25049 17.030 0.029
5 52595.24315 17.154 0.028
5 52601.20409 17.426 0.034
5 52602.23968 17.509 0.033
5 52603.23271 17.489 0.044
5 52606.27000 17.712 0.035
5 52613.11905 17.705 0.032
5 52614.28453 17.670 0.032
5 52616.08281 17.638 0.039
5 52634.33756 17.976 0.059
5 52641.30370 18.528 0.099
5 52661.20576 19.178 0.245
5 52673.19046 19.486 0.128
