#Standard System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   STDMAG dMAG
sn01C
3 54129.48226 16.024 0.013
3 54135.35571 16.284 0.015
3 54137.45087 16.447 0.013
3 54141.31584 16.656 0.013
3 54148.26980 16.997 0.015
3 54148.29733 17.007 0.014
3 54150.43314 17.104 0.015
3 54152.39210 17.220 0.015
3 54154.45980 17.340 0.016
3 54158.40073 17.551 0.021
3 54159.49719 17.643 0.020
3 54160.33980 17.673 0.031
3 54161.38498 17.694 0.034
3 54162.35308 17.852 0.051
3 54165.44448 17.901 0.040
3 54168.44163 18.076 0.020
3 54170.34271 18.132 0.024
3 54178.21381 18.371 0.024
3 54188.23455 18.663 0.061
3 54193.34169 18.801 0.044
3 54198.25806 18.841 0.037
3 54204.20854 18.990 0.037
3 54209.32185 19.140 0.039
3 54210.26457 19.160 0.041
3 54221.32567 19.245 0.237
13 54115.53845 16.529 0.016
13 54116.53436 16.394 0.013
13 54117.46424 16.289 0.013
13 54122.52641 16.007 0.014
13 54126.46010 16.012 0.013
13 54128.40655 16.054 0.017
13 54128.54704 16.053 0.015
13 54129.48064 16.079 0.016
13 54135.35407 16.396 0.016
13 54137.44924 16.557 0.017
13 54138.42846 16.623 0.017
13 54141.31424 16.696 0.015
13 54148.26817 16.804 0.016
13 54148.29571 16.825 0.015
13 54150.43148 16.862 0.014
13 54152.39046 16.923 0.015
13 54154.45818 17.016 0.015
13 54158.39913 17.225 0.019
13 54159.49557 17.295 0.018
13 54160.33818 17.349 0.023
13 54161.38335 17.424 0.025
13 54162.35146 17.491 0.034
13 54163.50021 17.419 0.060
13 54165.44287 17.643 0.030
13 54168.44001 17.766 0.017
13 54170.34109 17.841 0.022
13 54178.21219 18.095 0.022
13 54188.23293 18.434 0.044
13 54193.34008 18.561 0.048
13 54198.25506 18.773 0.030
13 54204.20553 18.886 0.036
13 54209.31882 19.128 0.042
13 54210.26154 19.163 0.041
13 54221.32266 19.271 0.266
14 54115.53683 16.792 0.018
14 54116.53274 16.646 0.017
14 54117.46262 16.568 0.016
14 54122.52480 16.534 0.016
14 54126.45849 16.634 0.019
14 54128.40494 16.698 0.018
14 54128.54543 16.693 0.017
14 54129.47903 16.755 0.019
14 54135.35247 17.147 0.025
14 54137.44762 17.331 0.020
14 54138.42685 17.375 0.020
14 54141.31259 17.378 0.019
14 54148.26655 17.211 0.022
14 54148.29410 17.214 0.021
14 54150.42987 17.147 0.018
14 54152.38885 17.150 0.019
14 54154.45656 17.149 0.016
14 54158.39751 17.328 0.019
14 54159.49395 17.397 0.024
14 54160.33656 17.475 0.022
14 54161.38172 17.550 0.022
14 54162.34984 17.597 0.034
14 54165.44125 17.816 0.026
14 54166.33218 17.875 0.039
14 54168.43838 17.987 0.024
14 54170.33947 18.065 0.027
14 54178.21059 18.419 0.033
14 54188.23132 18.766 0.068
14 54193.33847 19.069 0.063
14 54198.25205 19.268 0.060
14 54204.20252 19.415 0.052
14 54209.31581 19.661 0.067
14 54210.25852 19.645 0.067
14 54221.31964 20.180 0.394
sn07H
2 54117.37638 18.918 0.039
2 54127.20101 19.922 0.222
2 54128.22696 20.033 0.125
2 54129.43969 19.929 0.143
2 54138.21139 20.919 0.218
3 54117.37338 18.222 0.027
3 54127.19799 18.811 0.070
3 54128.22394 18.926 0.051
3 54129.43668 19.212 0.080
3 54138.20838 19.539 0.099
3 54140.30299 19.551 0.072
3 54141.29685 19.548 0.066
13 54128.22162 18.590 0.040
13 54129.43436 18.611 0.057
13 54138.20608 18.924 0.062
13 54139.23816 18.976 0.044
13 54139.37939 19.051 0.066
13 54140.29996 19.077 0.042
13 54141.29384 19.028 0.041
14 54128.21931 18.819 0.060
14 54129.43204 18.968 0.094
14 54138.20373 18.938 0.080
14 54139.37637 18.933 0.151
14 54140.29694 18.995 0.044
14 54141.29085 19.093 0.062
14 54144.22528 19.330 0.153
sn07N
2 54126.43452 18.516 0.033
2 54127.53950 18.637 0.037
2 54128.39992 18.780 0.063
2 54128.49329 18.885 0.060
2 54135.39127 19.681 0.359
2 54141.34524 20.689 0.162
2 54148.34057 20.900 0.227
2 54152.40822 20.797 0.171
2 54155.41948 20.843 0.190
3 54126.43151 17.193 0.017
3 54127.53649 17.245 0.020
3 54128.39692 17.320 0.017
3 54128.49028 17.307 0.019
3 54136.44862 18.415 0.051
3 54140.43414 18.489 0.088
3 54141.34224 18.633 0.038
3 54152.40520 19.215 0.058
3 54155.41645 19.297 0.067
3 54158.37616 19.630 0.110
3 54159.47358 19.651 0.163
3 54160.35226 19.707 0.130
3 54161.36166 19.755 0.237
3 54168.41750 19.972 0.244
3 54169.36949 19.859 0.196
3 54188.26209 20.733 0.333
13 54126.42919 16.921 0.014
13 54127.53419 16.910 0.016
13 54128.39463 16.959 0.017
13 54128.48796 16.947 0.014
13 54135.38595 17.503 0.052
13 54141.33994 18.127 0.026
13 54148.33527 18.606 0.040
13 54150.40875 18.831 0.137
13 54152.40288 18.923 0.045
13 54153.40841 18.881 0.234
13 54155.41413 19.119 0.051
13 54158.37385 19.259 0.083
13 54160.34995 19.227 0.076
13 54161.35935 19.297 0.119
13 54162.32835 19.334 0.190
13 54168.41518 19.769 0.113
13 54169.36718 19.705 0.092
14 54126.42687 17.072 0.019
14 54127.53186 17.025 0.018
14 54128.39231 17.041 0.017
14 54128.48565 17.045 0.017
14 54135.38363 17.349 0.051
14 54140.42952 17.847 0.054
14 54141.33763 17.954 0.028
14 54150.40643 18.444 0.061
14 54153.40609 18.591 0.157
14 54155.41181 18.817 0.054
14 54159.46893 18.974 0.084
14 54160.34764 19.113 0.071
14 54161.35705 19.122 0.068
14 54169.36484 19.483 0.095
14 54188.25604 20.914 0.352
sn07O
2 54129.55329 17.022 0.019
2 54135.37175 17.486 0.046
2 54138.39835 17.848 0.026
2 54139.42509 17.931 0.035
2 54141.38410 18.324 0.038
2 54148.39214 19.098 0.056
2 54152.44026 19.491 0.058
2 54156.52493 19.911 0.100
2 54169.48705 20.195 0.137
3 54128.51417 16.872 0.015
3 54129.55027 16.894 0.016
3 54135.36873 17.123 0.030
3 54138.39534 17.374 0.019
3 54141.38109 17.560 0.017
3 54148.38912 17.922 0.025
3 54150.50870 18.121 0.025
3 54152.43726 18.192 0.028
3 54156.52191 18.450 0.034
3 54161.43996 18.702 0.052
3 54165.48086 18.856 0.086
3 54166.45133 18.762 0.146
3 54168.49102 19.074 0.048
3 54169.48403 19.100 0.045
13 54128.51185 16.894 0.018
13 54129.54793 16.960 0.017
13 54135.36640 17.243 0.026
13 54138.39302 17.435 0.022
13 54139.41976 17.505 0.024
13 54139.46859 17.488 0.028
13 54141.37875 17.522 0.017
13 54148.38679 17.631 0.019
13 54150.50640 17.777 0.017
13 54152.43494 17.883 0.021
13 54156.51962 18.139 0.022
13 54161.43764 18.440 0.093
13 54166.44902 18.656 0.038
13 54168.48871 18.806 0.033
13 54169.48171 18.794 0.032
13 54178.22479 19.105 0.041
14 54128.50955 17.581 0.024
14 54129.54561 17.703 0.026
14 54135.36409 18.193 0.055
14 54138.39069 18.174 0.039
14 54139.41745 18.273 0.068
14 54139.46630 18.154 0.039
14 54141.37646 18.157 0.028
14 54148.38448 17.982 0.030
14 54150.50407 17.936 0.027
14 54152.43263 17.990 0.029
14 54156.51729 18.226 0.030
14 54161.43534 18.656 0.056
14 54166.44670 18.808 0.060
14 54168.48641 18.927 0.038
14 54169.47940 19.095 0.055
14 54178.22178 19.647 0.084
sn07R
2 54134.37919 17.091 0.034
2 54136.43792 17.289 0.027
2 54139.19186 17.587 0.019
2 54141.16076 17.795 0.021
2 54142.32411 17.985 0.024
2 54144.15572 18.297 0.032
2 54149.14626 19.036 0.052
2 54152.21734 19.311 0.057
2 54153.14628 19.457 0.076
2 54154.20317 19.402 0.082
2 54166.13949 19.939 0.113
3 54129.25843 16.811 0.072
3 54134.37617 16.975 0.026
3 54136.43490 17.008 0.019
3 54138.14936 17.127 0.015
3 54139.18885 17.193 0.021
3 54140.23971 17.298 0.022
3 54142.32109 17.451 0.021
3 54144.15271 17.537 0.021
3 54148.12326 17.807 0.026
3 54149.14324 17.938 0.023
3 54150.30367 17.960 0.043
3 54152.21434 18.095 0.031
3 54153.14328 18.222 0.031
3 54154.20015 18.252 0.035
3 54161.15758 18.675 0.086
3 54166.13648 19.088 0.070
13 54129.25612 16.693 0.051
13 54134.37384 17.137 0.023
13 54136.43258 17.067 0.020
13 54138.14705 17.192 0.017
13 54139.18652 17.379 0.025
13 54140.23741 17.390 0.019
13 54141.15546 17.463 0.029
13 54142.31878 17.557 0.026
13 54144.15039 17.615 0.023
13 54148.12095 17.731 0.025
13 54149.14094 17.638 0.021
13 54150.30135 17.945 0.052
13 54153.14095 17.834 0.026
13 54154.19784 17.946 0.026
13 54160.16897 18.387 0.047
13 54162.19668 18.513 0.072
13 54166.13417 18.465 0.055
13 54166.23771 18.680 0.054
14 54129.25381 17.129 0.087
14 54136.43027 17.682 0.028
14 54138.14475 17.888 0.029
14 54139.18421 17.925 0.064
14 54140.23508 18.184 0.053
14 54142.31646 18.243 0.043
14 54144.14809 18.216 0.045
14 54148.11865 18.067 0.036
14 54150.29905 18.085 0.071
14 54152.20972 18.001 0.033
14 54153.13861 17.927 0.033
14 54154.19552 17.969 0.035
14 54160.16666 18.651 0.068
14 54162.19436 18.761 0.095
14 54163.15686 18.666 0.103
14 54166.13186 18.829 0.065
14 54166.23539 18.793 0.062
sn07S
2 54137.41096 16.223 0.019
2 54138.23831 16.157 0.018
2 54138.30468 16.134 0.022
2 54139.32789 16.067 0.018
2 54140.34855 16.003 0.016
2 54140.41382 16.015 0.018
2 54141.21907 15.980 0.015
2 54141.23737 16.002 0.020
2 54142.31181 15.945 0.016
2 54143.31802 15.955 0.015
2 54143.33095 15.946 0.015
2 54148.22826 16.075 0.015
2 54150.33427 16.161 0.016
2 54152.28980 16.276 0.015
2 54153.23641 16.346 0.016
2 54153.34244 16.338 0.016
2 54154.28808 16.410 0.016
2 54156.35032 16.607 0.016
2 54157.19764 16.695 0.019
2 54158.27004 16.756 0.018
2 54158.28339 16.803 0.017
2 54166.18826 17.552 0.022
2 54168.35676 17.741 0.022
2 54170.18098 17.909 0.022
2 54174.14528 18.191 0.026
2 54176.18008 18.279 0.032
2 54178.15389 18.488 0.025
2 54185.15321 19.019 0.054
2 54187.16529 19.022 0.176
2 54194.22885 19.161 0.056
2 54195.14154 19.227 0.054
2 54196.18476 19.080 0.040
2 54198.23398 19.137 0.043
2 54202.16648 19.107 0.045
2 54204.15392 19.152 0.049
2 54209.23189 19.442 0.058
2 54210.19363 19.398 0.051
2 54212.16205 19.264 0.056
2 54226.20937 19.794 0.111
2 54233.18716 19.774 0.076
3 54137.40794 15.858 0.014
3 54138.23530 15.823 0.019
3 54138.30166 15.801 0.018
3 54139.32488 15.704 0.016
3 54139.39188 15.724 0.018
3 54140.34554 15.634 0.014
3 54140.41081 15.635 0.013
3 54141.21604 15.589 0.012
3 54141.23435 15.633 0.020
3 54142.30880 15.558 0.016
3 54143.31500 15.545 0.013
3 54143.32794 15.533 0.013
3 54148.22525 15.525 0.012
3 54150.33125 15.569 0.013
3 54152.28681 15.638 0.013
3 54153.23340 15.680 0.013
3 54153.33943 15.685 0.014
3 54154.28506 15.738 0.013
3 54156.34731 15.850 0.014
3 54157.19463 15.902 0.013
3 54158.26701 15.974 0.014
3 54158.28037 15.988 0.016
3 54165.40281 16.347 0.020
3 54166.18525 16.362 0.018
3 54166.27799 16.372 0.018
3 54168.35375 16.431 0.015
3 54170.17797 16.526 0.014
3 54174.14227 16.688 0.017
3 54176.17706 16.774 0.017
3 54178.15087 16.890 0.016
3 54185.15018 17.306 0.023
3 54186.15142 17.413 0.058
3 54187.16228 17.305 0.040
3 54193.28369 17.562 0.024
3 54194.22583 17.609 0.023
3 54195.13852 17.621 0.047
3 54196.18176 17.660 0.020
3 54198.23098 17.732 0.021
3 54202.16347 17.791 0.029
3 54204.15090 17.824 0.021
3 54209.22885 18.008 0.026
3 54210.19063 18.006 0.023
3 54212.15905 18.069 0.028
3 54221.21250 18.260 0.073
3 54226.20638 18.412 0.041
3 54233.18414 18.566 0.062
3 54239.18569 18.780 0.043
3 54252.14831 19.048 0.102
13 54137.40564 15.758 0.019
13 54138.23299 15.700 0.017
13 54138.29934 15.689 0.018
13 54139.32256 15.618 0.015
13 54139.38956 15.591 0.016
13 54140.34324 15.568 0.016
13 54140.40848 15.547 0.015
13 54141.21374 15.529 0.015
13 54141.23206 15.531 0.018
13 54142.30648 15.482 0.019
13 54143.31270 15.456 0.015
13 54143.32564 15.444 0.015
13 54148.22294 15.419 0.014
13 54149.19710 15.521 0.032
13 54150.32893 15.459 0.015
13 54152.28450 15.541 0.015
13 54153.23109 15.603 0.014
13 54153.33713 15.605 0.015
13 54154.28274 15.673 0.016
13 54156.34499 15.805 0.016
13 54157.19233 15.850 0.015
13 54158.26469 15.909 0.018
13 54158.27804 15.928 0.019
13 54165.40049 16.209 0.027
13 54166.18294 16.125 0.020
13 54166.27567 16.136 0.016
13 54168.35143 16.158 0.016
13 54170.17567 16.185 0.015
13 54174.13995 16.312 0.018
13 54176.17473 16.302 0.020
13 54178.14855 16.457 0.015
13 54185.14787 16.890 0.017
13 54186.14911 16.964 0.039
13 54187.15998 16.936 0.028
13 54193.28139 17.248 0.017
13 54194.22352 17.291 0.021
13 54195.20718 17.317 0.044
13 54196.17943 17.346 0.017
13 54196.26656 17.422 0.042
13 54198.22868 17.386 0.020
13 54202.16112 17.525 0.024
13 54204.14859 17.573 0.020
13 54209.22655 17.747 0.024
13 54210.18829 17.769 0.020
13 54212.15674 17.860 0.023
13 54221.21017 18.049 0.048
13 54226.20406 18.225 0.030
13 54233.18183 18.425 0.037
13 54239.18267 18.580 0.034
13 54252.14529 18.969 0.071
14 54137.40331 15.854 0.018
14 54138.23068 15.913 0.037
14 54138.29702 15.817 0.019
14 54139.32025 15.839 0.035
14 54139.38726 15.768 0.019
14 54140.34091 15.754 0.018
14 54140.40617 15.755 0.021
14 54141.21141 15.741 0.021
14 54141.22973 15.746 0.017
14 54142.30415 15.758 0.018
14 54143.31038 15.770 0.016
14 54143.32333 15.747 0.017
14 54148.22063 15.892 0.016
14 54150.32663 15.954 0.017
14 54152.28219 16.047 0.016
14 54153.22878 16.124 0.015
14 54153.33483 16.116 0.018
14 54154.28043 16.196 0.020
14 54156.34269 16.368 0.018
14 54157.19001 16.403 0.018
14 54158.26237 16.464 0.018
14 54158.27573 16.475 0.017
14 54160.25617 16.455 0.029
14 54165.39816 16.539 0.027
14 54166.18063 16.501 0.025
14 54166.27336 16.477 0.019
14 54168.34912 16.446 0.021
14 54170.17336 16.380 0.020
14 54174.13765 16.340 0.019
14 54176.17241 16.374 0.021
14 54178.14625 16.421 0.017
14 54185.14556 16.819 0.022
14 54186.14679 16.784 0.042
14 54193.27906 17.245 0.022
14 54194.22121 17.308 0.019
14 54195.13389 17.308 0.029
14 54196.17713 17.387 0.026
14 54198.22638 17.432 0.022
14 54202.15880 17.590 0.024
14 54204.14627 17.654 0.027
14 54209.22422 17.819 0.034
14 54210.18598 17.869 0.022
14 54212.15443 17.932 0.025
14 54221.20788 18.197 0.056
14 54226.20176 18.412 0.046
14 54233.17948 18.691 0.057
14 54239.17968 18.716 0.051
14 54252.14227 19.194 0.062
sn07ae
2 54157.53713 18.059 0.031
2 54159.52503 18.128 0.026
2 54160.50541 18.212 0.051
2 54161.51197 18.356 0.054
2 54166.50411 18.677 0.054
2 54169.52142 18.971 0.046
2 54170.49045 19.142 0.052
2 54191.50178 20.295 0.277
3 54157.53413 17.882 0.021
3 54159.52201 17.955 0.024
3 54160.50240 17.956 0.041
3 54161.50895 18.002 0.039
3 54162.49594 17.960 0.062
3 54165.50605 18.172 0.067
3 54166.50109 18.179 0.035
3 54169.51841 18.360 0.029
3 54170.48675 18.512 0.036
3 54186.48988 19.220 0.119
3 54191.49808 19.611 0.085
3 54193.40593 19.900 0.151
3 54193.50733 19.863 0.141
3 54199.49427 20.102 0.185
3 54214.42137 20.290 0.131
13 54157.53182 17.849 0.021
13 54159.51970 17.925 0.023
13 54160.50009 17.980 0.037
13 54162.49365 18.006 0.045
13 54165.50373 18.129 0.044
13 54166.49877 18.207 0.024
13 54169.51610 18.417 0.028
13 54170.48373 18.444 0.027
13 54186.48689 18.734 0.049
13 54191.49506 19.102 0.050
13 54193.50432 19.359 0.093
13 54194.35119 19.250 0.090
13 54196.47678 19.418 0.078
13 54199.48986 19.602 0.076
13 54214.41694 19.985 0.066
14 54157.52952 18.458 0.042
14 54159.51738 18.508 0.042
14 54161.50434 18.554 0.053
14 54165.50140 18.758 0.076
14 54166.49647 18.986 0.099
14 54169.51379 19.134 0.088
14 54170.48071 19.228 0.092
14 54186.48385 18.819 0.094
14 54191.49204 19.319 0.094
14 54193.50131 19.426 0.128
14 54194.34818 19.515 0.074
14 54196.47237 19.804 0.094
14 54199.48545 19.843 0.094
sn07af
2 54162.36848 14.948 0.023
2 54165.45978 14.039 0.027
2 54168.45751 13.574 0.026
2 54169.46545 13.479 0.016
2 54170.37344 13.407 0.014
2 54170.37712 13.416 0.013
2 54170.38076 13.410 0.013
2 54171.34399 13.351 0.013
2 54171.34766 13.347 0.011
2 54171.35131 13.345 0.012
2 54172.34891 13.329 0.015
2 54174.41378 13.290 0.013
2 54175.46784 13.280 0.020
2 54176.42564 13.330 0.012
2 54177.38465 13.336 0.024
2 54179.47523 13.503 0.012
2 54185.31024 14.053 0.018
2 54188.28732 14.391 0.015
2 54189.37716 14.525 0.013
2 54190.36034 14.665 0.014
2 54197.33398 15.386 0.018
2 54198.27215 15.438 0.016
2 54199.43730 15.549 0.016
2 54201.33516 15.630 0.018
2 54206.43273 16.144 0.022
2 54207.37802 16.127 0.023
2 54207.38101 16.139 0.022
2 54207.38393 16.126 0.023
2 54208.34182 16.161 0.028
2 54208.34480 16.155 0.029
2 54208.34776 16.178 0.034
2 54209.41998 16.198 0.033
2 54209.42296 16.220 0.033
2 54209.42591 16.200 0.034
2 54213.33678 16.351 0.033
2 54214.32772 16.407 0.035
2 54216.44317 16.453 0.035
2 54217.26137 16.534 0.020
2 54226.39896 16.621 0.060
2 54232.38610 16.723 0.035
2 54234.35793 16.737 0.030
2 54239.36012 16.821 0.035
2 54244.27080 16.904 0.037
2 54256.26895 17.044 0.034
2 54259.27421 17.057 0.036
2 54260.31830 17.116 0.036
2 54265.29138 17.152 0.036
2 54266.27071 17.187 0.049
2 54267.24113 17.178 0.050
2 54272.22624 17.254 0.049
2 54273.23357 17.228 0.042
2 54276.24986 17.332 0.084
2 54281.19061 17.342 0.099
2 54285.18086 17.460 0.083
2 54292.23849 17.561 0.058
3 54162.36547 14.830 0.010
3 54163.46102 14.488 0.009
3 54163.48053 14.466 0.010
3 54164.43175 14.234 0.010
3 54165.45677 14.009 0.009
3 54168.45451 13.548 0.014
3 54169.46243 13.451 0.017
3 54170.37043 13.390 0.009
3 54171.34096 13.327 0.010
3 54172.34591 13.284 0.011
3 54174.41252 13.226 0.009
3 54175.46655 13.206 0.013
3 54176.42331 13.217 0.010
3 54177.38233 13.221 0.016
3 54179.47291 13.272 0.012
3 54185.30791 13.545 0.015
3 54188.28499 13.730 0.009
3 54189.37485 13.801 0.010
3 54190.35801 13.846 0.021
3 54191.45834 13.943 0.023
3 54192.39183 14.000 0.023
3 54193.43040 14.041 0.015
3 54196.36583 14.211 0.014
3 54198.26981 14.293 0.013
3 54199.43500 14.366 0.014
3 54201.32988 14.478 0.016
3 54206.43042 14.806 0.019
3 54207.37572 14.887 0.020
3 54208.33951 14.943 0.020
3 54209.41767 14.999 0.020
3 54213.33448 15.182 0.023
3 54214.32542 15.213 0.021
3 54216.44086 15.305 0.024
3 54217.25905 15.339 0.021
3 54219.34224 15.398 0.022
3 54226.39665 15.580 0.025
3 54234.35564 15.779 0.021
3 54236.33711 15.830 0.021
3 54239.35780 15.906 0.021
3 54240.36027 15.929 0.024
3 54244.26059 16.054 0.024
3 54247.29090 16.097 0.034
3 54252.36319 16.202 0.036
3 54253.30444 16.267 0.035
3 54256.26593 16.330 0.034
3 54259.27119 16.439 0.035
3 54260.31529 16.430 0.032
3 54265.28837 16.537 0.031
3 54266.26767 16.579 0.034
3 54267.23813 16.584 0.040
3 54272.22324 16.702 0.034
3 54273.23054 16.754 0.035
3 54276.24684 16.778 0.053
3 54278.21027 16.848 0.081
3 54281.18762 16.937 0.044
3 54285.17785 17.014 0.046
3 54290.14911 17.129 0.054
3 54292.23548 17.144 0.065
13 54162.36315 14.754 0.012
13 54163.45870 14.413 0.011
13 54163.47821 14.408 0.010
13 54164.42944 14.179 0.011
13 54165.45447 13.946 0.010
13 54168.45220 13.513 0.018
13 54169.46012 13.420 0.013
13 54170.36811 13.386 0.019
13 54171.33866 13.328 0.012
13 54172.34358 13.286 0.014
13 54174.41159 13.260 0.011
13 54175.46562 13.261 0.015
13 54176.42170 13.238 0.013
13 54177.38071 13.246 0.013
13 54179.47128 13.300 0.014
13 54185.30630 13.667 0.012
13 54188.28339 13.828 0.011
13 54190.35639 13.899 0.016
13 54191.45672 13.932 0.020
13 54196.36421 14.014 0.013
13 54198.26819 14.064 0.015
13 54199.43339 14.119 0.019
13 54201.32826 14.183 0.011
13 54206.42880 14.516 0.012
13 54207.37411 14.616 0.011
13 54209.41605 14.745 0.012
13 54213.33288 14.955 0.013
13 54214.32380 14.990 0.012
13 54216.43924 15.109 0.017
13 54219.34062 15.201 0.018
13 54226.39505 15.452 0.019
13 54232.38215 15.624 0.016
13 54234.35403 15.692 0.023
13 54236.33547 15.749 0.022
13 54237.31550 15.807 0.028
13 54239.35617 15.851 0.023
13 54240.35865 15.886 0.024
13 54244.25898 16.022 0.024
13 54244.26686 16.035 0.029
13 54247.28859 16.120 0.026
13 54251.34543 16.258 0.027
13 54252.36088 16.256 0.027
13 54253.30214 16.328 0.031
13 54256.26362 16.403 0.025
13 54259.26889 16.467 0.022
13 54260.31298 16.509 0.025
13 54265.28605 16.685 0.024
13 54266.26537 16.700 0.026
13 54267.23580 16.725 0.029
13 54272.22093 16.866 0.034
13 54273.22824 16.914 0.034
13 54278.20793 17.063 0.036
13 54278.26145 17.065 0.037
13 54285.17556 17.279 0.039
13 54292.23315 17.486 0.040
14 54162.36083 15.018 0.013
14 54164.42713 14.403 0.012
14 54165.45214 14.194 0.011
14 54168.44988 13.813 0.021
14 54169.45780 13.727 0.017
14 54170.36579 13.697 0.013
14 54171.33634 13.687 0.014
14 54172.34126 13.709 0.017
14 54174.41067 13.775 0.011
14 54175.46468 13.835 0.019
14 54176.42008 13.879 0.020
14 54177.37909 13.899 0.021
14 54179.46966 13.970 0.020
14 54185.30468 14.373 0.013
14 54188.28178 14.464 0.013
14 54189.37162 14.462 0.013
14 54190.35477 14.488 0.020
14 54191.45510 14.451 0.023
14 54192.38859 14.460 0.023
14 54197.32847 14.337 0.020
14 54198.26657 14.342 0.021
14 54199.43177 14.317 0.011
14 54199.44808 14.317 0.012
14 54201.32663 14.317 0.013
14 54207.37249 14.656 0.013
14 54208.33628 14.724 0.011
14 54209.41443 14.797 0.012
14 54213.33125 15.036 0.014
14 54214.32216 15.098 0.015
14 54217.25581 15.277 0.020
14 54219.33901 15.332 0.013
14 54221.35062 15.430 0.023
14 54226.39343 15.614 0.035
14 54232.38053 15.849 0.034
14 54234.35238 15.951 0.030
14 54236.33387 15.979 0.033
14 54237.31387 16.041 0.034
14 54239.35455 16.091 0.024
14 54240.35704 16.164 0.030
14 54244.25737 16.278 0.029
14 54244.26527 16.275 0.031
14 54251.34311 16.575 0.040
14 54252.35857 16.617 0.043
14 54253.29984 16.589 0.030
14 54256.26131 16.651 0.025
14 54259.26657 16.792 0.029
14 54260.31067 16.793 0.028
14 54265.28370 16.958 0.027
14 54266.26306 16.998 0.029
14 54267.23350 16.987 0.035
14 54272.21861 17.173 0.026
14 54273.22594 17.186 0.028
14 54278.25911 17.330 0.044
14 54281.18301 17.485 0.041
14 54285.17324 17.552 0.044
14 54290.14448 17.694 0.056
14 54292.23083 17.711 0.045
sn07ai
2 54172.45546 18.267 0.031
2 54172.47307 18.266 0.029
2 54173.49729 18.241 0.027
2 54186.46598 18.909 0.073
2 54187.50696 19.214 0.099
2 54201.43125 21.088 0.394
2 54207.45312 21.446 0.385
2 54208.41879 21.531 0.370
2 54209.46056 21.290 0.398
3 54172.45243 17.791 0.023
3 54172.47007 17.800 0.022
3 54173.49428 17.795 0.021
3 54186.46296 18.221 0.044
3 54187.50394 18.211 0.034
3 54193.48987 18.479 0.067
3 54201.42824 18.850 0.068
3 54207.45009 19.275 0.068
3 54208.41578 19.246 0.077
3 54209.45754 19.266 0.055
3 54227.44273 20.055 0.151
3 54244.32713 20.698 0.212
13 54172.45012 17.648 0.020
13 54172.46777 17.643 0.022
13 54173.49197 17.653 0.020
13 54186.46067 18.028 0.030
13 54187.50163 18.019 0.030
13 54193.44566 18.139 0.033
13 54193.48756 18.163 0.031
13 54201.42593 18.381 0.038
13 54207.44778 18.553 0.039
13 54209.45521 18.665 0.042
13 54220.40142 19.071 0.059
13 54227.44039 19.376 0.076
13 54244.32481 19.877 0.106
14 54172.44781 17.896 0.025
14 54172.46545 17.891 0.031
14 54173.48966 17.886 0.027
14 54186.45836 18.428 0.084
14 54187.49932 18.580 0.055
14 54193.44334 18.484 0.042
14 54193.48523 18.582 0.055
14 54201.42361 18.428 0.037
14 54207.44548 18.434 0.038
14 54208.41116 18.548 0.052
14 54209.45289 18.599 0.041
14 54220.39910 19.026 0.116
14 54227.43809 19.508 0.167
14 54244.32249 20.069 0.137
sn07al
2 54172.23948 17.711 0.020
2 54173.22343 17.813 0.021
2 54178.17910 18.653 0.036
2 54185.25558 19.355 0.096
2 54195.19904 20.212 0.256
2 54198.22131 20.211 0.236
3 54172.23647 16.786 0.012
3 54173.22042 16.779 0.011
3 54178.17608 17.195 0.013
3 54185.25257 17.960 0.036
3 54194.19848 18.436 0.046
3 54198.21831 18.798 0.045
3 54212.17416 19.294 0.066
13 54172.23414 16.620 0.011
13 54173.21810 16.599 0.011
13 54178.17377 16.808 0.016
13 54185.25027 17.573 0.021
13 54194.19617 18.261 0.028
13 54198.21599 18.451 0.030
13 54212.17112 19.251 0.054
14 54172.23183 16.731 0.015
14 54173.21579 16.725 0.014
14 54178.17146 16.830 0.017
14 54185.24795 17.373 0.023
14 54194.19385 18.051 0.032
14 54198.21368 18.319 0.038
14 54212.16811 18.860 0.055
sn07ap
2 54175.50000 15.979 0.033
2 54176.49400 16.075 0.033
2 54185.32872 17.292 0.021
2 54186.47909 17.425 0.021
2 54188.36237 17.607 0.023
2 54191.48056 18.051 0.038
2 54194.32960 18.289 0.047
2 54196.42435 18.433 0.084
2 54197.35170 18.384 0.044
2 54199.47638 18.401 0.044
2 54201.35671 18.593 0.033
2 54207.43844 18.821 0.037
2 54208.38829 18.829 0.048
2 54209.44506 18.794 0.037
2 54216.46213 18.930 0.055
2 54218.46822 19.096 0.092
2 54219.43009 18.928 0.090
2 54220.47028 18.984 0.070
2 54226.45659 19.160 0.132
2 54227.43306 19.122 0.092
2 54232.43846 19.231 0.067
2 54234.43346 19.303 0.069
2 54236.38995 19.262 0.050
2 54237.38182 19.375 0.053
2 54239.41012 19.313 0.076
2 54247.34808 19.394 0.125
2 54256.31909 19.530 0.118
2 54256.38468 19.526 0.140
2 54259.32988 19.501 0.079
2 54260.35066 19.648 0.087
2 54276.26552 19.702 0.153
2 54278.25304 19.707 0.211
3 54175.49700 15.691 0.041
3 54176.49088 15.747 0.015
3 54185.32571 16.343 0.011
3 54186.47607 16.425 0.013
3 54188.35934 16.552 0.016
